name,cloneOf,description
spacduel0,30093,Space Duel (prototype)
spacduel1,30093,Space Duel (version 1)
space84,899,Space 84
spacea91,,Space Ace (DL2 Conversion) (US v1.3)
spacea91_13e,30097,Space Ace (DL2 Conversion) (Euro v1.3)
spaceace,,Space Ace (US Rev. A3)
spaceacea,30099,Space Ace (US Rev. A)
spaceacea2,30099,Space Ace (US Rev. A2)
spaceaceeuro,30099,Space Ace (European)
spaceat2,8409,Space Attack II (bootleg of Super Invaders)
spaceatt,8409,Space Attack (bootleg of Space Invaders)
spaceatt2k,8409,Space Attack (2k roms)(bootleg of Space Invaders)
spaceattbp,8409,Space Attack (bproms)(bootleg of Space Invaders)
spacebrd,30117,Space Bird (bootleg)
spacecho,30212,Space Echo (set 1)
spacecho2,30212,Space Echo (set 2)
spacecom,8409,Space Combat (bootleg of Space Invaders)
spacecr,,Space Cruiser
spacecty,,Space City
spacedem,30117,Space Demon
spacedx,,"Space Invaders DX (US, v2.1)"
spacedxj,30114,"Space Invaders DX (Japan, v2.1)"
spacedxo,30114,"Space Invaders DX (Japan, v2.0)"
spacefb,,Space Firebird (rev. 04-u)
spacefba,30117,Space Firebird (rev. 02-a)
spacefbb,30117,Space Firebird (bootleg)
spacefbe,30117,Space Firebird (rev. 03-e set 1)
spacefbe2,30117,Space Firebird (rev. 03-e set 2)
spacefbg,30117,Space Firebird (Gremlin)
spacefev,,Space Fever (New Ver.)
spacefevo,30123,Space Fever (Old Ver.)
spacefevo2,30123,Space Fever (Older Ver.)
spacefrt,,Space Fortress (CVS)
spaceftr,30565,Space Fortress (Zaccaria)
spaceg,,Space Guerrilla
spacegun,,Space Gun (World)
spacegunj,30129,Space Gun (Japan)
spacegunu,30129,Space Gun (US)
spacehaw,3461,Space Hawks
spaceint,,Space Intruder
spaceintj,30133,Space Intruder (Japan)
spaceinv,,Space Invaders
spacejam,,Space Jam
spacejmf,30136,Space Jam (France)
spacejmg,30136,Space Jam (Germany)
spacejmi,30136,Space Jam (Italy)
spacelnc,,Space Launcher
spacempr,32127,Space Empire (bootleg)
spaceod,,Space Odyssey (version 2)
spaceod2,30142,Space Odyssey (version 1)
spaceph,20250,Space Phantoms (bootleg of Ozma Wars)
spacepir,680,Space Pirates v2.2
spacepir_14,0,Space Pirates v1.4
spaceplt,31510,Space Pilot
spacerng,8409,Space Ranger (bootleg of Space Invaders)
spaceshp,30153,Space Ship
spaceskr,,Space Seeker
spacetrk,,Space Trek (upright)
spacetrkc,30151,Space Trek (cocktail)
spacewar,,Space Wars
spacewin,,Scacco Matto / Space Win
spacewr3,8409,Space War Part 3
spacezap,,Space Zap
spacfury,,Space Fury (revision C)
spacfurya,30157,Space Fury (revision A)
spacfuryb,30157,Space Fury (revision B)
spacmiss,6569,Space Missile - Space Fighting Game
spactrai,32647,Space Train
spacwalk,,Space Walk
spain82,,Spain '82
spang,,Super Pang (World 900914)
spangbl,30164,"Super Pang (World 900914, bootleg)"
spangj,30164,Super Pang (Japan 901023)
sparkman,,"Spark Man (v2.0, set 1)"
sparkmana,30167,"Spark Man (v2.0, set 2)"
sparkz,,Sparkz (prototype)
spartanx,10503,Spartan X (Japan)
spartanxtec,10503,Spartan X (Tecfri hardware bootleg)
spatter,,Spatter (315-xxxx)
spattera,30172,Spatter (315-5099)
spawn,19695,Spawn In the Demon's Hand (Rev B)
spbactn,,Super Pinball Action (US)
spbactnj,30175,Super Pinball Action (Japan)
spbactnp,30175,Super Pinball Action (prototype)
spc1000,,SPC-1000
spc1500,,SPC-1500
spc4000,32301,Super Play Computer 4000
spc800,,SPC-800 (MSX1)
spcdrag,19262,"Space Dragon (Moon Cresta bootleg, set 1)"
spcdraga,19262,"Space Dragon (Moon Cresta bootleg, set 2)"
spceking,8409,Space King
spcenctr,,Space Encounters
spcewarl,30196,Space War (Leijac Corporation)
spcewars,8409,Space War (Sanritsu)
spcforc2,30189,Space Force (set 2)
spcforce,,Space Force (set 1)
spcfrcii,,Special Forces II
spcgambl,,Space Gambler
spcinv95,,Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14)
spcinv95u,30192,Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5A 1995/06/14)
spcinvdj,30114,Space Invaders DX (Ver 2.6J 1994/09/14) (F3 Version)
spcking2,,Space King 2
spclaser,,Space Laser
spclforc,,Special Forces
spclords,,Space Lords (rev C)
spclordsa,30198,Space Lords (rev A)
spclordsb,30198,Space Lords (rev B)
spclordsg,30198,"Space Lords (rev A, German)"
spcpostn,,Space Position (Japan)
spcrider,,Space Riders
spcrocks,1252,Space Rocks (Spanish clone of Asteroids)
spctbird,19262,Space Thunderbird
spcwarp,,Space Warp? (Cosmos conversion on Galaxian hardware)
spdball,,Speed Ball - Contest at Neonworld (prototype)
spdcoin,,Speed Coin (prototype)
spdodgeb,,Super Dodge Ball (US)
speakesy,,Speakeasy
speakesy4p,30210,Speakeasy 4 Player
speakres,,Speak &amp; Rescue
speakresb,30212,Speak &amp; Rescue (bootleg)
spec128,,ZX Spectrum 128
spec2k,,Spectrum 2000 (vertical)
spec2kh,30215,"Spectrum 2000 (horizontal, buggy) (Europe)"
spec80k,30235,ZX Spectrum 80K
specforc,,Special Force
specfrce,,Special Forces Elite Training
special,,Specialist
specialm,30220,Specialist M
specialp,30220,Specialist + hires graph
specide,30235,ZX Spectrum IDE
specimx,30220,Specialist MX
specpl2a,30214,ZX Spectrum +2a
specpl3e,30214,ZX Spectrum +3e
specpls2,30214,ZX Spectrum +2
specpls3,30214,ZX Spectrum +3
spectar,,Spectar (revision 3)
spectar1,30229,Spectar (revision 1?)
spectra,,Spectra IV
spectred,905,Spectrum ED
spectrm,,Spectrum
spectrm4,30233,Spectrum (ver 4)
spectrum,,ZX Spectrum
speedatk,,Speed Attack! (Japan)
speedbal,,Speed Ball
speeddrp,,Speed Drop (Ver. 1.06)
speeddrv,,Speed Driver
speedfrk,,Speed Freak
speedrcr,,Speed Racer
speedspn,,Speed Spin
speedup,,Speed Up (Version 1.20)
speedup10,30243,Speed Up (Version 1.00)
speglsht,,Super Eagle Shot
spektr01,22303,Spektr-001
spektrbk,30235,Spektr BK-001
spellb,,Spelling B (1978 version)
spellb79,30248,Spelling B (1979 version)
spellbnd,,Spellbound
spelunk2,,Spelunker II
spelunkr,,Spelunker
spelunkrj,30252,Spelunker (Japan)
spf2t,,Super Puzzle Fighter II Turbo (Euro 960529)
spf2ta,30254,Super Puzzle Fighter II Turbo (Asia 960529)
spf2td,30254,Super Puzzle Fighter II Turbo (USA 960620 Phoenix Edition) (bootleg)
spf2th,30254,Super Puzzle Fighter II Turbo (Hispanic 960531)
spf2tu,30254,Super Puzzle Fighter II Turbo (USA 960620)
spf2xj,30254,Super Puzzle Fighter II X (Japan 960531)
spf2xjd,30254,Super Puzzle Fighter II X (Japan 960531 Phoenix Edition) (bootleg)
spfghmk2,,Space Fighter Mark II (set 1)
spfghmk22,30261,Space Fighter Mark II (set 2)
spgcarn,1004,"Spring Carnival (10000311, NSW/ACT)"
spicaadv,,Spica Adventure (v2.03J)
spiceup,,Spice It Up (Konami Endeavour)
spider,,Spider
spidermn,,The Amazing Spider-Man
spiders,,Spiders (set 1)
spiders2,30268,Spiders (set 2)
spiders3,30268,Spiders (set 3)
spidman,,Spider-Man: The Videogame (World)
spidmanj,30271,Spider-Man: The Videogame (Japan)
spidmanu,30271,Spider-Man: The Videogame (US)
spielbud,,Spiel Bude (German)
spiero,4080,Super Pierrot (Japan)
spikeofe,,Spikeout Final Edition
spikeout,,Spikeout (Revision C)
spiker,,Spiker
spiker2,30278,Spiker (5/5/86)
spiker3,30278,Spiker (6/9/86)
spikes91,21959,"1991 Spikes (Italian bootleg, set 1)"
spikes91b,21959,"1991 Spikes (Italian bootleg, set 2)"
spinkick,28930,Hec's Spinkick
spinlbrk,,Spinal Breakers (World)
spinlbrkj,30284,Spinal Breakers (Japan)
spinlbrku,30284,Spinal Breakers (US)
spinmast,19805,Spin Master / Miracle Adventure
spinner,30268,Spinner
spirit,,Spirit
spitboss,,Super Pit Boss (9221-02A)
spk102ua,30299,Super Poker (v102UA)
spk114it,30299,Super Poker (v114IT)
spk115it,30299,Super Poker (v115IT)
spk116it,30299,Super Poker (v116IT)
spk116itmx,30299,Super Poker (v116IT-MX)
spk200ua,30299,Super Poker (v200UA)
spk203us,30299,Super Poker (v203US)
spk205us,30299,Super Poker (v205US)
spk306us,,Super Poker (v306US)
spkrbtl,19697,Spikers Battle (GDS-0005)
spkrform,30299,Super Poker (v100xD03) / Formosa
splasfgt,,Space Laser Fight
splash,,Splash! (Ver. 1.2 World)
splash10,30303,Splash! (Ver. 1.0 World)
splat,,Splat!
splatter,,"Splatter House (World, new version (SH3))"
splatter2,30306,"Splatter House (World, old version (SH2))"
splatterj,30306,"Splatter House (Japan, SH1)"
splitsec,,Split Second
splmastr,,Spell Master (Russia) (Atronic)
splndrbt,,Splendor Blast
spltsecp,,Split Second (Pinball)
spnchout,,Super Punch-Out!! (Rev B)
spnchouta,30313,Super Punch-Out!! (Rev A)
spnchoutj,30313,Super Punch-Out!! (Japan)
spooky,,Spooky Night 2nd Edition (Version 2.0.4)
spookyi,30319,Spooky (Italian speech)
spookyo,30316,Spooky Night (Version 1.0.1)
spookyp,,Spooky
spool3,20591,Super Pool III (English)
spool3i,20591,Super Pool III (I-Vics)
spool99,,Super Pool 99 (Version 0.36)
spool99a,30322,Super Pool 99 (Version 0.33)
spool99b,30322,Super Pool 99 (Version 0.31)
spool99c,30322,Super Pool 99 (Version 0.26)
spotty,,Spotty (Ver. 2.0.2)
sprbreak,,Spring Break
sprbreaks,30327,Spring Break (single ball game)
sprcros2,,"Super Cross II (Japan, set 1)"
sprcros2a,30329,"Super Cross II (Japan, set 2)"
sprglbpg,30889,Super Glob (Pac-Man hardware) (German bootleg)
sprglobp,30889,Super Glob (Pac-Man hardware)
springbd,2803,Springboard (bootleg of Circus)
springer,,Springer
sprint1,,Sprint 1
sprint2,30335,Sprint 2 (set 1)
sprint2a,30335,Sprint 2 (set 2)
sprint2h,30335,"Sprint 2 (color kit, Italy)"
sprint4,,Sprint 4 (set 1)
sprint4a,30339,Sprint 4 (set 2)
sprint8,,Sprint 8
sprint8a,30341,Sprint 8 (play tag &amp; chase)
sprk_090,30345,South Park (0.90)
sprk_096,30345,South Park (0.96)
sprk_103,,South Park (1.03)
sprtauth,,Sports Authority
sprtjam,19697,Sports Jam (GDS-0003)
sprtmtch,4162,Sports Match
sprtshot,1413,Sports Shooting USA
spss4240,,S-Plus (SS4240) Coral Reef
spstn_l5,,Space Station (L-5)
spt1500,21300,SPT 1500
spt1700,21300,SPT 1700
spt1740,21300,SPT 1740
spuzbobl,31088,Super Puzzle Bobble (V2.05O)
spuzboblj,0,Super Puzzle Bobble (V2.04J)
spy,,S.P.Y. - Special Project Y (World ver. N)
spyhunt,,Spy Hunter
spyhunt2,,Spy Hunter II (rev 2)
spyhunt2a,30359,Spy Hunter II (rev 1)
spyhuntp,30358,Spy Hunter (Playtronic license)
spyhuntpr,30358,"Spy Hunter (Spain, Recreativos Franco S.A., Tecfri PCB)"
spyhuntr,,Spy Hunter (Pinball)
spyu,30357,S.P.Y. - Special Project Y (US ver. M)
sq1,,SQ-1
sq80,,SQ-80
sqbert,,"Faster, Harder, More Challenging Q*bert (prototype)"
sqix,,"Super Qix (World, Rev 2)"
sqixb1,30368,Super Qix (bootleg set 1)
sqixb2,30368,Super Qix (bootleg set 2)
sqixr1,30368,"Super Qix (World, Rev 1)"
sqixu,30368,Super Qix (US)
sqrack,30365,SQ-Rack
squaitsa,,Squash (Itisa)
squale,,Squale
squash,,Squash (Ver. 1.0)
sr16,,SR-16 (Alesis)
sraider,,Space Raider
srally2,,Sega Rally 2
srally2x,,Sega Rally 2 DX
srallyc,,Sega Rally Championship - TWIN (Revision C)
srallyca,30381,Sega Rally Championship - DX (Revision A)
srallycb,30381,Sega Rally Championship - TWIN (Revision B)
sranger,,Super Ranger (v2.0)
srangerb,30384,"Super Ranger (older, bootleg)"
srangern,30384,"Super Ranger (older, NOVA license)"
srangero,30384,Super Ranger (older)
srangerw,30384,"Super Ranger (older, WDK license)"
srdarwin,,Super Real Darwin (World)
srdarwinj,30389,Super Real Darwin (Japan)
srdmissn,,S.R.D. Mission
srmdb,,Sunset Riders (bootleg of Megadrive version)
srmp1,,Super Real Mahjong Part 1 (Japan)
srmp2,,Super Real Mahjong Part 2 (Japan)
srmp3,,Super Real Mahjong Part 3 (Japan)
srmp4,,Super Real Mahjong PIV (Japan)
srmp4o,30396,"Super Real Mahjong PIV (Japan, older set)"
srmp5,,Super Real Mahjong P5
srmp6,,Super Real Mahjong P6 (Japan)
srmp7,,Super Real Mahjong P7 (Japan)
srmvs,676,Super Real Mahjong VS
srockbwl,,Super Rock and Bowl (V1.1)
srumbler,,The Speed Rumbler (set 1)
srumbler2,30403,The Speed Rumbler (set 2)
srumbler3,30403,The Speed Rumbler (set 3)
sryudens,,"Mahjong Seiryu Densetsu (Japan, NM502)"
ss2005,19697,Super Shanghai 2005 (Rev A) (GDL-0031A)
ss2005o,0,Super Shanghai 2005 (GDL-0031)
ss_01,30413,Scared Stiff (D0.1R with sound rev.25)
ss_03,30413,Scared Stiff (0.3)
ss_12,30413,Scared Stiff (1.2)
ss_14,30413,Scared Stiff (1.4)
ss_15,,Scared Stiff (1.5)
ssam88s,8228,Samtron 88S
ssanchan,30172,"Sanrin San Chan (Japan, 315-xxxx)"
sscandal,19642,"Seishun Scandal (315-5132, Japan)"
sscope,,"Silent Scope (ver xxD, Ver 1.33)"
sscope2,,Silent Scope 2
sscopea,30417,"Silent Scope (ver xxA, Ver 1.00)"
sscopeb,30417,"Silent Scope (ver xxB, Ver 1.20)"
sscopec,30417,"Silent Scope (ver xxC, Ver 1.30)"
sscopefh,10517,Silent Scope Fortune Hunter
sscopex,10517,Silent Scope EX (ver UAA)
ssem,,"Small-Scale Experimental Machine (SSEM), 'Baby'"
ssf2,,Super Street Fighter II: The New Challengers (World 931005)
ssf2a,30425,Super Street Fighter II: The New Challengers (Asia 931005)
ssf2ar1,30425,Super Street Fighter II: The New Challengers (Asia 930914)
ssf2h,30425,Super Street Fighter II: The New Challengers (Hispanic 930911)
ssf2j,30425,Super Street Fighter II: The New Challengers (Japan 931005)
ssf2jr1,30425,Super Street Fighter II: The New Challengers (Japan 930911)
ssf2jr2,30425,Super Street Fighter II: The New Challengers (Japan 930910)
ssf2mdb,,Super Street Fighter II - The New Challengers (bootleg of Japanese MegaDrive version)
ssf2r1,30425,Super Street Fighter II: The New Challengers (World 930911)
ssf2t,,Super Street Fighter II Turbo (World 940223)
ssf2ta,30434,Super Street Fighter II Turbo (Asia 940223)
ssf2tad,30434,Super Street Fighter II Turbo (Asia 940223 Phoenix Edition) (bootleg)
ssf2tb,30425,Super Street Fighter II: The Tournament Battle (World 931119)
ssf2tbd,30425,Super Street Fighter II: The Tournament Battle (World 931119 Phoenix Edition) (bootleg)
ssf2tbh,30425,Super Street Fighter II: The Tournament Battle (Hispanic 931005)
ssf2tbj,30425,Super Street Fighter II: The Tournament Battle (Japan 930911)
ssf2tbr1,30425,Super Street Fighter II: The Tournament Battle (World 930911)
ssf2th,30434,Super Street Fighter II Turbo (Hispanic 940223)
ssf2tu,30434,Super Street Fighter II Turbo (USA 940323)
ssf2tur1,30434,Super Street Fighter II Turbo (USA 940223)
ssf2u,30425,Super Street Fighter II: The New Challengers (USA 930911)
ssf2ud,30425,Super Street Fighter II: The New Challengers (USA 930911 Phoenix Edition) (bootleg)
ssf2xj,30434,Super Street Fighter II X: Grand Master Challenge (Japan 940223)
ssf2xjd,30434,Super Street Fighter II X: Grand Master Challenge (Japan 940223 Phoenix Edition) (bootleg)
ssf2xjr,30434,Super Street Fighter II X: Grand Master Challenge (Japan 940223 rent version)
ssfball,,Superstar Football
ssfindo,,See See Find Out
sshangha,,Super Shanghai Dragon's Eye (Japan)
sshanghab,30452,"Super Shanghai Dragon's Eye (World, bootleg)"
sshootep,,Sharpshooter
sshooter,,Sharpshooter (Rev 1.9)
sshooter11,30455,Sharpshooter (Rev 1.1)
sshooter12,30455,Sharpshooter (Rev 1.2)
sshooter17,30455,Sharpshooter (Rev 1.7)
sshootr2,,Sharp Shooter II
sshot,,Super Shot
sshtl_l7,,Space Shuttle (L-7)
sshtlzac,,Space Shuttle (Zaccaria)
sshuttle,,Space Shuttle (Taito) (set 1)
sshuttle1,30463,Space Shuttle (Taito) (set 2)
ssi,,"Super Space Invaders '91 (World, Rev 1)"
ssia,30465,Super Space Invaders '91 (World)
ssideki,19805,Super Sidekicks / Tokuten Ou
ssideki2,19805,Super Sidekicks 2 - The World Championship / Tokuten Ou 2 - Real Fight Football (NGM-061 ~ NGH-061)
ssideki3,19805,Super Sidekicks 3 - The Next Glory / Tokuten Ou 3 - Eikou e no Michi
ssideki4,19805,The Ultimate 11 - The SNK Football Championship / Tokuten Ou - Honoo no Libero
ssimon,,Super Simon
ssingles,,Swinging Singles (US)
ssipkr24,,SSI Poker (v2.4)
ssipkr30,30473,SSI Poker (v3.0)
ssipkr40,30473,SSI Poker (v4.0)
ssjkrpkr,,Southern Systems Joker Poker
sslam,,Super Slam (set 1)
sslama,30477,Super Slam (set 2)
sslamb,30477,Super Slam (set 3)
ssmissin,,S.S. Mission
ssoldier,,Superior Soldiers (US)
ssozumo,,Syusse Oozumou (Japan)
sspac2k1,,Super Space 2001
sspacaho,,Space Attack / Head On
sspaceat,,Space Attack (upright set 1)
sspaceat2,30485,Space Attack (upright set 2)
sspaceat3,30485,Space Attack (upright set 3)
sspaceatc,30485,Space Attack (cocktail)
sspeedr,,Super Speed Race
sspiritj,30491,"Scramble Spirits (Japan, Floppy DS3-5000-02-REV-A Based)"
sspirits,,"Scramble Spirits (World, Floppy Based)"
sspirtfc,30491,"Scramble Spirits (World, Floppy Based, FD1094 317-0058-02c)"
ssprint,,Super Sprint (rev 4)
ssprint1,30493,Super Sprint (rev 1)
ssprint3,30493,Super Sprint (rev 3)
ssprintf,30493,Super Sprint (French)
ssprintg,30493,"Super Sprint (German, rev 2)"
ssprintg1,30493,"Super Sprint (German, rev 1)"
ssprints,30493,Super Sprint (Spanish)
ssriders,,Sunset Riders (4 Players ver EAC)
ssriders2,30500,Sunset Riders 2 (bootleg 4 Players ver ADD)
ssridersabd,30500,Sunset Riders (2 Players ver ABD)
ssridersadd,30500,Sunset Riders (4 Players ver ADD)
ssridersb,30500,Sunset Riders (bootleg 4 Players ver ADD)
ssriderseaa,30500,Sunset Riders (4 Players ver EAA)
ssridersebc,30500,Sunset Riders (2 Players ver EBC)
ssridersebd,30500,Sunset Riders (2 Players ver EBD)
ssridersjac,30500,Sunset Riders (4 Players ver JAC)
ssridersjad,30500,Sunset Riders (4 Players ver JAD)
ssridersjbd,30500,Sunset Riders (2 Players ver JBD)
ssridersuab,30500,Sunset Riders (4 Players ver UAB)
ssridersuac,30500,Sunset Riders (4 Players ver UAC)
ssridersubc,30500,Sunset Riders (2 Players ver UBC)
ssridersuda,30500,Sunset Riders (4 Players ver UDA)
ssrj,,Super Speed Race Junior (Japan)
sss,30775,Steep Slope Sliders (JUET 981110 V1.000)
sst,,Supersonic
sstar,,Super Star
sstar97,,Super Star 97 / Ming Xing 97 (version V153B)
sstarbtl,1279,Super Star Battle
sstarcrs,19262,Super Star Crest
sstingry,,Super Stingray (Japan)
sstrangr,,Space Stranger
sstrangr2,30523,Space Stranger 2
sstrike,,Super Strike Bowling
sstriker,,Sorcer Striker (set 1)
sstrikera,30526,Sorcer Striker (set 2)
sstrkfgt,19695,"Sega Strike Fighter (Rev A, set 1)"
sstrkfgta,0,"Sega Strike Fighter (Rev A, set 2)"
ssvc_a26,,Secret Service (2.6)
ssvc_b26,30530,Secret Service (2.6 alternate sound)
ssystem3,,Chess Champion Super System III
st,,ST (USA)
st1700h,,ST-1700 (headphone version)
st1701,,ST-1701
st1702,,ST-1702
st1703,,ST-1703
st1704,,ST-1704
st1705,,ST-1705
st1706,,ST-1706
st1707,,ST-1707
st1708,,ST-1708
st1714,,ST-1714
st_de,30533,ST (Germany)
st_es,30533,ST (Spain)
st_fr,30533,ST (France)
st_game,,unknown pinball game
st_nl,30533,ST (Netherlands)
st_ohla,,Oh La La (Stella)
st_se,30533,ST (Sweden)
st_sg,30533,ST (Switzerland)
st_uk,30533,ST (UK)
st_vulkn,,Vulkan (Stella)
stactics,,Space Tactics
stadhero,,Stadium Hero (Japan)
stadhr96,,"Stadium Hero '96 (World, EAJ)"
stadhr96j,30556,"Stadium Hero '96 (Japan, EAD)"
stadhr96u,30556,"Stadium Hero '96 (USA, EAH)"
stagger1,,Stagger I (Japan)
stakwin,19805,Stakes Winner / Stakes Winner - GI Kinzen  Seiha e no Michi
stakwin2,19805,Stakes Winner 2
star100,,Ming Xing 100 (Star 100)
starblad,,Starblade (World)
starbladj,30563,Starblade (Japan)
starcas,,Star Castle (version 3)
starcas1,30565,Star Castle (older)
starcase,30565,Star Castle (Mottoeis)
starcasp,30565,Star Castle (prototype)
starcrus,,Star Cruiser
stardrft,1004,"Star Drifter (20150811, NSW/ACT)"
stardrfu,1004,"Star Drifter (0451341, US)"
starfght,6594,Star Fighter
starfgmc,19262,Starfighter (Moon Cresta bootleg)
starfigh,,Star Fighter (v1)
starfir2,,Star Fire 2
starfire,,Star Fire (set 1)
starfirea,30576,Star Fire (set 2)
starfirp,,Star Fire
starfirpa,30578,Star Fire (alternate set)
starforc,,Star Force
starforca,30580,"Star Force (encrypted, set 2)"
starforcb,30580,"Star Force (encrypted, bootleg)"
starforce,30580,"Star Force (encrypted, set 1)"
stargate,,Stargate
stargatp,,Stargate (Pinball)
stargatp1,30585,Stargate (rev.1)
stargatp2,30585,Stargate (rev.2)
stargatp3,30585,Stargate (rev.3)
stargatp4,30585,Stargate (rev.4)
starglad,3209,Star Gladiator Episode I: Final Crusade (USA 960627)
stargladj,0,Star Gladiator Episode I: Final Crusade (Japan 960627)
stargld2,0,Star Gladiator 2: Nightmare of Bilstein (Japan 980316)
stargod,,Star God
stargoda,30593,Star God (alternate sound)
stargrds,,Star Guards
stargzr,,Stargazer
starhawk,,Star Hawk
starhrcl,19695,Star Horse (satellite)
starhrct,19695,Star Horse (server)
starhrpr,19695,Star Horse Progress Returns (satellite)
starhrse,19695,Star Horse (big screens)
starhrsp,19695,Star Horse Progress (satellite) (Rev A)
starjack,,Star Jacker (Sega)
starjacks,30603,Star Jacker (Stern Electronics)
starlstr,,Vs. Star Luster
starqst,1004,"Star Quest (10009511, NSW/ACT)"
starrace,,Star Race
starrkr,2130,Star Raker
stars,,Stars
starseek,19697,Doki Doki Idol Star Seeker (GDL-0005)
starshot,720,Star Shooter
starshp1,,Starship 1
starshpp,30612,Starship 1 (prototype?)
starsldr,676,Star Soldier: Vanishing Earth
starspnr,,Starspinner (Dutch/Nederlands)
starswep,,"Star Sweep (Japan, STP1/VER.A)"
startrek,,Star Trek
startrep,,Star Trek (Pinball)
startrgn,,"Star Trigon (Japan, STT1 Ver.A)"
startrip,,Star Trip
startrkd,3789,Star Trek (Defender bootleg)
startrks,,Star Trek (Head On hardware)
startrp,,Starship Troopers
starw,6661,"Star Wars (bootleg of Galaxy Wars, set 1)"
starw1,6661,"Star Wars (bootleg of Galaxy Wars, set 2)"
starwarr,30117,Star Warrior
starwars,,Star Wars (set 1)
starwars1,30627,Star Wars (set 2)
starwarso,30627,Star Wars (set 3)
starwbc,,Star Wars - Electronic Battle Command
starwbcp,30630,Star Wars - Electronic Battle Command (patent)
starzan,,"Super Tarzan (Italy, V100I)"
statriv2,,Triv Two
statriv2v,30633,Triv Two (Vertical)
statriv4,,Triv Four
statsymb,1004,"Status Symbols (0251147, US)"
statusbj,,Status Black Jack (V1.0c)
stbsub,,"Treasure Bonus (Subsino, v1.6)"
stcc,,Sega Touring Car Championship
stcca,30639,Sega Touring Car Championship (Revision A)
stccb,30639,Sega Touring Car Championship (Revision B)
stdragon,,Saint Dragon (set 1)
stdragona,30642,Saint Dragon (set 2)
stdragonb,30642,Saint Dragon (bootleg)
ste,,STE (USA)
ste_de,30645,STE (Germany)
ste_es,30645,STE (Spain)
ste_fr,30645,STE (France)
ste_it,30645,STE (Italy)
ste_se,30645,STE (Sweden)
ste_sg,30645,STE (Switzerland)
ste_uk,30645,STE (UK)
stealsee,,Steal See
steaser,,"Strip Teaser (Italy, Ver. 1.22)"
steeltal,,Steel Talons (rev 2)
steeltal1,30655,Steel Talons (rev 1)
steeltalg,30655,"Steel Talons (German, rev 2)"
steeltalp,30655,Steel Talons (prototype)
steelwkr,,Steel Worker
steeplec,,Steeplechase [TTL]
stellcas,30565,Stellar Castle (Elettronolo)
stellecu,,Stelle e Cubi (Italy)
step3,,Stepping 3 Superior
stepchmp,31032,Step Champ (GQ930 VER. JA)
stepstag,,Stepping Stage Special
stera,19262,Steraranger (Moon Cresta bootleg)
stest,,Speed Test
stfight,4938,Street Fight (Germany)
stfighta,4938,Street Fight (bootleg?)
stfightgb,4938,Street Fight (Germany - Benelux)
stg,,Strike Gunner S.T.G
stinger,,Stinger
stinger2,30672,Stinger (prototype?)
stingray,,Stingray
stisub,30638,"Super Treasure Island (Italy, v1.6)"
stk_sprs,,Strikes and Spares
stkclmns,,Stack Columns (World)
stkclmnsj,30677,Stack Columns (Japan)
stlforce,,Steel Force
stlwr_l2,,Stellar Wars (L-2)
stmblade,,Storm Blade (US)
stmbladej,30681,Storm Blade (Japan)
stocker,,Stocker (3/19/85)
stoffy,,Super Toffy
stoffyu,30684,Super Toffy (Unico license)
stompin,,Stompin' (4/4/86)
stoneage,2948,Stoneage (bootleg of Caveman Ninja)
stonebal,,Stone Ball (4 Players)
stonebal2,30688,Stone Ball (2 Players)
stopthie,,Stop Thief (Electronic Crime Scanner)
stopthiep,30690,Stop Thief (Electronic Crime Scanner) (patent)
storming,10879,Storming Party / Riku Kai Kuu Saizensen
strahl,,Koutetsu Yousai Strahl (Japan set 1)
strahla,30693,Koutetsu Yousai Strahl (Japan set 2)
strapids,,Shooting the Rapids
stratab,,Strata Bowling (V3)
stratab1,30696,Strata Bowling (V1)
stratabs,30696,"Strata Bowling (V1 4T, Super Strike Bowling type PCB)"
stratgys,30700,Strategy X (Stern Electronics)
stratgyx,,Strategy X
stratof,,Raiga - Strato Fighter (US)
stratos,,Kasparov Stratos Chess Computer
stratvox,30212,Stratovox
stratvoxb,30212,Stratovox (bootleg)
strax_p7,,Star Trax (domestic prototype)
streakng,,Streaking (set 1)
streaknga,30706,Streaking (set 2)
streetg,,Street Games (Revision 4)
streetg2,,Street Games II (Revision 7C)
streetg2r5,30709,Street Games II (Revision 5)
streetgr3,30708,Street Games (Revision 3)
streetsm,,Street Smart (US version 2)
streetsm1,30712,Street Smart (US version 1)
streetsmj,30712,Street Smart (Japan version 1)
streetsmw,30712,Street Smart (World version 1)
stress,30775,Stress Busters (J 981020 V1.000)
strfbomb,28659,Strafe Bomb (bootleg of Scramble)
strhoop,19805,Street Hoop / Street Slam / Dunk Dream (DEM-004 ~ DEH-004)
strider,,"Strider (USA, B-Board 89624B-2)"
strider2,3210,Strider 2 (USA 991213)
strider2a,0,Strider 2 (Asia 991213)
striderj,30719,Strider Hiryu (Japan)
striderjr,30719,Strider Hiryu (Japan Resale Ver.)
striderua,30719,"Strider (USA, B-Board 89624B-3)"
strideruc,30719,"Strider (USA, B-Board 90629B-3, buggy Street Fighter II conversion)"
strik_l4,,Strike Master (L-4)
strike,,Strike
striker,,Striker
strikext,,Striker Xtreme (1.02)
striv,,Super Triv
strkfgtr,,Strike Fighter (World)
strkfgtrj,30731,Strike Fighter (Japan)
strkforc,,Strike Force (rev 1 02/25/91)
