name,cloneOf,description
gforce2sd,9260,Galaxy Force 2 (Super Deluxe unit)
ggate,,Golden Gate (set 1) (Bingo)
ggatea,9264,Golden Gate (set 2) (Bingo)
ggconnie,,Go! Go! Connie chan Jaka Jaka Janken
ggdman,,Go Go Dynaman
gghost,,Goalie Ghost
ggisuka,1853,Guilty Gear Isuka
ggm,,Great Game Machine
ggoemon,,Ganbare Goemon
ggram2,24138,Giant Gram: All Japan Pro Wrestling 2 (Japan)
ggreats2,0,Golfing Greats 2 (ver JAC)
gground,,"Gain Ground (World, 3 Players, Floppy Based, FD1094 317-0058-03d Rev A)"
ggroundj,9274,"Gain Ground (Japan, 2 Players, Floppy Based, FD1094 317-0058-03b)"
ggx,24138,Guilty Gear X
ggx15,1853,Guilty Gear X ver. 1.5
ggxx,24140,Guilty Gear XX (GDL-0011)
ggxxac,24140,Guilty Gear XX Accent Core (Japan) (GDL-0041)
ggxxrl,24140,"Guilty Gear XX #Reload (Japan, Rev A) (GDL-0019A)"
ggxxrlo,0,Guilty Gear XX #Reload (Japan) (GDL-0019)
ggxxsla,24140,"Guilty Gear XX Slash (Japan, Rev A) (GDL-0033A)"
ghalien,,Heiankyo Alien (Gakken)
ghlpanic,,"Ghoul Panic (World, OB2/VER.A)"
ghoshunt,,Ghost Hunter
ghostb,,"The Real Ghostbusters (US 2 Players, revision 2)"
ghostb2a,9286,The Real Ghostbusters (US 2 Players)
ghostb3,9286,"The Real Ghostbusters (US 3 Players, revision 3B?)"
ghostb3a,9286,"The Real Ghostbusters (US 3 Players, revision 2)"
ghostlop,24307,Ghostlop (prototype)
ghostmun,27400,Ghost Muncher
ghostsev,14233,Ghost Squad Evolution
ghostsqo,0,Ghost Squad (GDX-0012)
ghostsqu,3720,Ghost Squad (Rev A) (GDX-0012A)
ghouls,,Ghouls'n Ghosts (World)
ghoulsu,9295,Ghouls'n Ghosts (USA)
ghox,,Ghox (spinner)
ghoxj,9297,Ghox (joystick)
ghoxjo,9297,"Ghox (joystick, older)"
ghunter,5175,Gang Hunter / Dead Angle
ghunters,5175,Gang Hunter / Dead Angle (Spain)
ghv101,,Goofy Hoops
gi_l3,9307,Gilligan's Island (L-3)
gi_l4,9307,Gilligan's Island (L-4)
gi_l6,9307,Gilligan's Island (L-6)
gi_l8,9307,Gilligan's Island (L-8)
gi_l9,,Gilligan's Island (L-9)
giclasex,,GI-Classic EX (satellite terminal)
giclassvr,,GI-Classic EX (server)
gigaman2,22675,Giga Man 2: The Power Fighters (bootleg of Mega Man 2: The Power Fighters)
gigandes,,Gigandes
gigandesa,9311,Gigandes (earlier)
gigapets,,"Giga Pets Explorer (Version 1.34.1, Mar 17 2006)"
gigas,,"Gigas (MC-8123, 317-5002)"
gigasb,9314,Gigas (bootleg)
gigasm2,,"Gigas Mark II (MC-8123, 317-5002)"
gigasm2b,9316,Gigas Mark II (bootleg)
gigatron,,Gigatron TTL Microcomputer
gigawing,,Giga Wing (USA 990222)
gigawinga,9319,Giga Wing (Asia 990222)
gigawingb,9319,Giga Wing (Brazil 990222)
gigawingd,9319,Giga Wing (USA 990222 Phoenix Edition) (bootleg)
gigawingh,9319,Giga Wing (Hispanic 990222)
gigawingj,9319,Giga Wing (Japan 990223)
gigawingjd,9319,Giga Wing (Japan 990223 Phoenix Edition) (bootleg)
giglnrdo,1322,Leonardo (GiG Electronics)
gijoe,,"G.I. Joe (World, EAB, set 1)"
gijoea,9327,"G.I. Joe (Asia, AA)"
gijoeea,9327,"G.I. Joe (World, EB8, prototype?)"
gijoej,9327,"G.I. Joe (Japan, JAA)"
gijoeu,9327,"G.I. Joe (US, UAB)"
gijoeua,9327,"G.I. Joe (US, UAA)"
gimeabrk,,Gimme A Break (7/7/85)
gimix,,Gimix 6809 System
gincribc,,Gin &amp; Cribbage Challenger
ginganin,,Ginga Ninkyouden (set 1)
ginganina,9336,Ginga Ninkyouden (set 2)
ginkun,,Ganbare Ginkun
ginv,,"Invader (Gakken, cyan version)"
ginv1000,,Galaxy Invader 1000
ginv2000,,Invader 2000
gionbana,,Gionbana (Japan 890120)
girotutt,,GiroTutto
gizmondo,,Gizmondo
gj4000,,Genius Junior 4000 (Germany)
gj5000,,Genius Junior 5000 (Germany)
gjackpot,,Jackpot: Gin Rummy &amp; Black Jack
gjmovie,,Genius Junior Movie (Germany)
gjrprofi,,Genius Junior Profi (Germany)
gjrstar,,Genius Junior Redstar (Germany)
gjrstar2,9350,Genius Junior Redstar 2 (Germany)
gjrstar3,,Genius Junior Redstar 3 (Germany)
gjspace,,GekiToride-Jong Space (10011 Ver.A)
gjungler,,Jungler (Gakken)
gk2000,,Kasparov GK 2000 (H8/3212 version)
gk2000a,9355,Kasparov GK 2000 (H8/323 version)
gk2100,,Kasparov GK 2100
gkidabc,,Genius KID ABC Fan (Germany)
gkigt4,,Game King (v4.x)
gkigt43,9359,Game King (v4.3)
gkigt43n,9359,"Game King (v4.3, NJ)"
gkigt4ms,9359,"Game King (v4.x, MS)"
gkigt5p,9359,Game King (Triple-Five Play)
gkigtez,9359,"Game King (EZ Pay, v4.0)"
gkigtezms,9359,"Game King (EZ Pay, v4.0, MS)"
gkkey,,Game King (Set Chips)
gl2000,,Genius Leader 2000
gl2000c,9367,Genius Leader 2000 Compact
gl2000p,9367,Genius Leader 2000 Plus
gl3000s,,Genius Leader 3000S (Germany)
gl4000,,Genius Leader 4000 Quadro (Germany)
gl4004,,Genius Leader 4004 Quadro L (Germany)
gl5000,,Genius Leader 5000 (Germany)
gl5005x,,Genius Leader 5005X (Germany)
gl6000sl,,Genius Leader 6000SL (Germany)
gl6600cx,,Genius Leader 6600 CX (Germany)
gl7007sl,,Genius Leader 7007SL (Germany)
gl8008cx,,Genius Leader 8008 CX (Germany)
gl_coc,,Carry On Clubbin' (Global) (v3.0) (Stealth)
gl_coc29,9379,Carry On Clubbin' (Global) (v2.9) (Stealth)
gl_coc29p,9379,Carry On Clubbin' (Global) (v2.9 Protocol) (Stealth)
gl_cocp,9379,Carry On Clubbin' (Global) (v3.0 Protocol) (Stealth)
gl_dow,,Deals On Wheels (Global) (v1.4) (Stealth)
gl_dowcl,,Deals On Wheels Club (Global) (v1.6) (Stealth)
gl_dowclp,9384,Deals On Wheels Club (Global) (v1.6 Protocol) (Stealth)
gl_dowp,9383,Deals On Wheels (Global) (v1.4 Protocol) (Stealth)
gl_grncl,,Grid Runner Club (Global) (Stealth?) (set 1)
gl_grncla,9387,Grid Runner Club (Global) (Stealth?) (set 2)
gl_hbh,,Heartbreak Hotel (Global) (v1.0) (Stealth)
gl_hbhcl,,Heartbreak Hotel Club (Global) (v1.9) (Stealth)
gl_hbhcla,9390,Heartbreak Hotel Club (Global) (set 2) (Stealth)
gl_hbhclp,9390,Heartbreak Hotel Club (Global) (v1.9 Protocol) (Stealth)
gl_snbev,,Saturday Night Beaver (Global) (Stealth?) (set 1)
gl_snbeva,9393,Saturday Night Beaver (Global) (Stealth?) (set 2)
gl_uyr,,Up Yer Riggin Club (Global) (v2.8) (Stealth)
gl_uyrp,9395,Up Yer Riggin Club (Global) (v2.8 Protocol) (Stealth)
gl_wywh,,Wish You Were Here Club (Global) (v2.9) (Stealth)
gl_wywh24,9397,Wish You Were Here Club (Global) (v2.4) (Stealth)
gl_wywh24p,9397,Wish You Were Here Club (Global) (v2.4 Protocol) (Stealth)
gl_wywhp,9397,Wish You Were Here Club (Global) (v2.9 Protocol) (Stealth)
gladiador,,"Gladiadores (V1.0, CAA)"
gladiatp,,Gladiators (pinball)
gladiatr,,Gladiator (US)
glasgow,,Mephisto III-S Glasgow
glass,,"Glass (Ver 1.1, Break Edition, Checksum 49D5E66B, Version 1994)"
glass10,9405,"Glass (Ver 1.0, Break Edition, Checksum C5513F3C)"
glass10a,9405,"Glass (Ver 1.0, Break Edition, Checksum D3864FDB)"
glasskr,9405,"Glass (Ver 1.1, Break Edition, Checksum D419AB69, Version 1994) (censored, unprotected)"
glck6809,,Good Luck! (dual 6809 GI Australasia PCB)
glcolor,,Genius Leader Color (Germany)
gldarrow,,Golden Arrow (Standard G8-03)
gldgong,1352,"The Golden Gong (20196011, ASP)"
gldgongq,0,"The Golden Gong (10217411, Queensland)"
gldgongu,0,"The Golden Gong (0152558, US)"
gldncrwn,,"Golden Crown (Dutch, Game Card 95-752-011)"
gldncrwnhop,9415,"Golden Crown Hopper (Dutch, Game Card)"
gldneye,,"Goldeneye (CPU 4.04, display A4.00)"
gldneye_402,9417,"Goldeneye (CPU 4.02, display A4.00)"
gldnflc,1352,"The Golden Fleece (10158311, NSW/ACT)"
gldnpkr,,"Golden Poker (8VXEC037, New Zealand)"
glfgreat,,"Golfing Greats (World, version L)"
glfgreatj,9421,"Golfing Greats (Japan, version J)"
glfgreatu,9421,"Golfing Greats (US, version K)"
glizrdce,0,"Green Lizard - Cash Express (AHG1623, US)"
glmcolor,,Genius Leader Magic Color (Germany)
gln,,Genius Leader Notebook
gloc,,G-LOC Air Battle (World)
glocr360,9427,G-LOC R360 (World)
glocr360j,9427,G-LOC R360 (Japan)
glocu,9427,G-LOC Air Battle (US)
glpn,,Genius Leader Power Notebook (Germany)
glpracr,4061,Gallop Racer (English Ver 10.17.K)
glpracr2,4066,Gallop Racer 2 (Export)
glpracr2j,0,Gallop Racer 2 (Japan)
glpracr2l,0,Gallop Racer 2 Link HW (Japan)
glpracr3,4066,Gallop Racer 3 (Export)
glpracr3j,0,Gallop Racer 3 (Japan)
glpracrj,0,Gallop Racer (Japanese Ver 9.01.12)
glregion,,Golden Region
gls,,Genius Leader Select
glscolor,9410,Genius Leader Super Color (Germany)
gluck2,,Good Luck II
glxplay,,Galaxy Play
glxplay2,,Galaxy Play 2
gm1000,,GM-1000 GM Sound Module
gm235upc,,Ultimate Pocket Console GM-235
gmahou,5400,Great Mahou Daisakusen (Japan 000121)
gmaster,,Game Master
gmb486sg,11047,GMB-486SG v2.2
gmb486unp,11047,GMB-486UNP v2.1
gmfamily,,Games Family
gmgalax,,Ghostmuncher Galaxian (bootleg)
gmine_l2,,Gold Mine (Shuffle) (L-2)
gmissile,,Guided Missile
gmmc,,Genius Master Mega Color (Germany)
gmsshoot,,Sharpshooter (coin pusher)
gmtt,,Genius Master Table Top (Germany)
gnat10,,GNAT System 10
gnbarich,,Gunbarich
gng,,Ghosts'n Goblins (World? set 1)
gnga,9460,Ghosts'n Goblins (World? set 2)
gngbl,9460,Ghosts'n Goblins (bootleg with Cross)
gngbla,9460,Ghosts'n Goblins (bootleg)
gngblita,9460,"Ghosts'n Goblins (Italian bootleg, harder)"
gngc,9460,Ghosts'n Goblins (World? set 3)
gngprot,9460,Ghosts'n Goblins (prototype)
gngt,9460,Ghosts'n Goblins (US)
gnome,9491,Gnome (070906 Russia)
gnome_10,9491,Gnome (100326 Lottery)
gnome_11,9491,Gnome (100326 Entertainment)
gnome_12,9491,Gnome (100326 Russia)
gnome_13,9491,Gnome (100407 Entertainment X)
gnome_14,9491,Gnome (101208 Entertainment N)
gnome_15,9491,Gnome (110124 Entertainment A)
gnome_16,9491,Gnome (110204 Entertainment A)
gnome_17,9491,Gnome (110311 Entertainment B)
gnome_18,9491,Gnome (140526 Entertainment B)
gnome_19,9491,Gnome (110411 Entertainment C)
gnome_2,9491,Gnome (071115 Russia)
gnome_2a,9491,"Gnome (bootleg, 071115, banking address hack)"
gnome_3,9491,Gnome (080303 World)
gnome_3a,9491,"Gnome (bootleg, 080303, banking address hack)"
gnome_3b,9491,"Gnome (bootleg, 080303, banking address hack, payout percentage 45)"
gnome_3c,9491,"Gnome (bootleg, 080303, banking address hack, payout percentage 60)"
gnome_4,9491,Gnome (090402 Russia)
gnome_5,9491,Gnome (090406 World)
gnome_5a,9491,"Gnome (bootleg, 090406, banking address hack, payout percentage 70)"
gnome_5b,9491,"Gnome (bootleg, 090406, LOTTOGAME (I))"
gnome_7,9491,Gnome (090708 Lottery)
gnome_8,9491,Gnome (090810 Entertainment)
gnome_9,,Gnome (100326 World)
gnomea,9491,"Gnome (bootleg, 070906, banking address hack set 1)"
gnomeatw,1351,"Gnome Around The World (0100767V, NSW/ACT)"
gnomeb,9491,"Gnome (bootleg, 070906, banking address hack set 2)"
gnomec,9491,"Gnome (bootleg, 070906, banking address hack set 3)"
gnomed,9491,"Gnome (bootleg, 070906, VIDEO GAME-1 GN01)"
gnomee,9491,"Gnome (bootleg, 070906, LOTOS GN01)"
gnr_200,9499,"Guns N Roses (USA 2.00, display A3.00)"
gnr_300,,"Guns N Roses (USA 3.00, display A3.00)"
gnr_300d,9499,"Guns N Roses (Dutch 3.00, display A3.00)"
gnr_300f,9499,"Guns N Roses (French 3.00, display F3.00)"
gnumber,,Golden Number
gnw_ball,,Game &amp; Watch: Ball
gnw_bfight,,Game &amp; Watch: Balloon Fight (Crystal Screen)
gnw_bfightn,9504,Game &amp; Watch: Balloon Fight (New Wide Screen)
gnw_bjack,,Game &amp; Watch: Black Jack
gnw_boxing,,Micro Vs. System: Boxing
gnw_bsweep,,Game &amp; Watch: Bomb Sweeper
gnw_cgrab,,Game &amp; Watch: Crab Grab
gnw_chef,,Game &amp; Watch: Chef
gnw_climber,,Game &amp; Watch: Climber (Crystal Screen)
gnw_climbern,9511,Game &amp; Watch: Climber (New Wide Screen)
gnw_dkcirc,9543,Game &amp; Watch: Donkey Kong Circus
gnw_dkhockey,,Micro Vs. System: Donkey Kong Hockey
gnw_dkjr,,Game &amp; Watch: Donkey Kong Jr. (New Wide Screen)
gnw_dkjrp,,Game &amp; Watch: Donkey Kong Jr. (Panorama Screen)
gnw_dkong,,Game &amp; Watch: Donkey Kong
gnw_dkong2,,Game &amp; Watch: Donkey Kong II
gnw_dkong3,,Micro Vs. System: Donkey Kong 3
gnw_egg,9542,Game &amp; Watch: Egg
gnw_fire,,Game &amp; Watch: Fire (Wide Screen)
gnw_fireatk,,Game &amp; Watch: Fire Attack
gnw_fires,,Game &amp; Watch: Fire (Silver)
gnw_flagman,,Game &amp; Watch: Flagman
gnw_gcliff,,Game &amp; Watch: Gold Cliff
gnw_ghouse,,Game &amp; Watch: Green House
gnw_helmet,,Game &amp; Watch: Helmet (version CN-17)
gnw_helmeto,9527,Game &amp; Watch: Helmet (version CN-07)
gnw_judge,,Game &amp; Watch: Judge (purple version)
gnw_judgeo,9529,Game &amp; Watch: Judge (green version)
gnw_lboat,,Game &amp; Watch: Life Boat
gnw_lion,,Game &amp; Watch: Lion
gnw_manhole,,Game &amp; Watch: Manhole (New Wide Screen)
gnw_manholeg,,Game &amp; Watch: Manhole (Gold)
gnw_mario,,Game &amp; Watch: Mario Bros.
gnw_mariocm,,Game &amp; Watch: Mario's Cement Factory (New Wide Screen)
gnw_mariocmt,,"Game &amp; Watch: Mario's Cement Factory (Table Top, version CM-72)"
gnw_mariocmta,9537,"Game &amp; Watch: Mario's Cement Factory (Table Top, version CM-72A)"
gnw_mariotj,,Game &amp; Watch: Mario The Juggler
gnw_mbaway,,Game &amp; Watch: Mario's Bombs Away
gnw_mickdon,,Game &amp; Watch: Mickey &amp; Donald
gnw_mmouse,,Game &amp; Watch: Mickey Mouse (Wide Screen)
gnw_mmousep,,Game &amp; Watch: Mickey Mouse (Panorama Screen)
gnw_octopus,,Game &amp; Watch: Octopus
gnw_opanic,,Game &amp; Watch: Oil Panic
gnw_pchute,,Game &amp; Watch: Parachute
gnw_pinball,,Game &amp; Watch: Pinball
gnw_popeye,,Game &amp; Watch: Popeye (Wide Screen)
gnw_popeyep,,Game &amp; Watch: Popeye (Panorama Screen)
gnw_rshower,,Game &amp; Watch: Rain Shower
gnw_sbuster,,Game &amp; Watch: Safe Buster
gnw_smb,,Game &amp; Watch: Super Mario Bros. (Crystal Screen)
gnw_smbn,9552,Game &amp; Watch: Super Mario Bros. (New Wide Screen)
gnw_snoopyp,,Game &amp; Watch: Snoopy (Panorama Screen)
gnw_squish,,Game &amp; Watch: Squish
gnw_ssparky,,Game &amp; Watch: Spitball Sparky
gnw_stennis,,Game &amp; Watch: Snoopy Tennis
gnw_tbridge,,Game &amp; Watch: Turtle Bridge
gnw_tfish,,Game &amp; Watch: Tropical Fish
gnw_vermin,,Game &amp; Watch: Vermin
gnw_zelda,,Game &amp; Watch: Zelda
go2000,,Go 2000
goal92,4690,Goal! '92
goaltogo,,Goal To Go
goalx3,24307,Goal! Goal! Goal!
goape,1352,"Go Ape (10006211, NSW/ACT)"
gobyrc,4070,Go By RC (V2.03O 1999/05/25 13:31)
gocowboy,,"Go Go Cowboy (English, prize)"
godzilla,,Godzilla (Japan)
godzillp,,"Godzilla (pinball, CPU 2.05, display A2.00)"
godzillp_090,9570,"Godzilla (pinball, CPU 0.90, display A0.991)"
godzillp_100,9570,"Godzilla (pinball, CPU 1.00, display A1.00)"
gogold,28249,Go For The Gold (Japan)
gogomile,,Susume! Mile Smile / Go Go! Mile Smile (newer)
gogomileo,9574,Susume! Mile Smile / Go Go! Mile Smile (older)
gogostrk,,Go Go Strike
gogreen,1352,"Go For Green (10003411, NSW/ACT)"
gogreena,0,"Go For Green (10122111, ASP)"
goindol,,"Goindol (SunA, World)"
goindolj,9579,"Goindol (SunA, Japan)"
goindolu,9579,"Goindol (SunA, US)"
goinnuts,,Goin' Nuts
goketsuj,,Gouketsuji Ichizoku: Senzo Kuyou (v200906230)
gokuparo,0,Gokujou Parodius: Kako no Eikou o Motomete (ver JAD)
goldarch,1352,"Golden Archer (10197411, NSW/ACT)"
goldart,,Goldart (Spain)
goldartp,9586,Goldart (Portugal)
goldball,,Gold Ball (set 1)
goldballn,9588,Gold Ball (Field Service Upgrade)
goldbug,,Gold Bug
goldcity,,Gold City (Russia) (Atronic)
goldcue,,"Golden Cue (CPU 0.04, display 0.10"
goldenc,,"Golden Canaries (1VXFC5462, New Zealand)"
goldenchip,,Golden Chip
goldenra,1351,"Golden Ra (0101164V, NSW/ACT)"
goldfish,22851,"Gold Fish (020903, prototype)"
goldfrts,,Golden Fruits
goldfrui,9638,Gold Fruit
goldgame,,Golden Game (Bingo)
goldgkit1,9599,Golden Game Kit 1 Generation (Bingo)
goldgkitb,9599,Golden Game Kit Bingo Stake 6/10 (Bingo)
goldglen,,Golden Glenn (Russia) (Atronic)
goldgnew,9599,Golden Game Bingo New (Bingo)
goldgstake,9599,Golden Game Bingo Stake 6/10 (Bingo)
goldinc,1352,"Golden Incas (10174011, NSW/ACT, Show Program)"
goldincu,0,"Golden Incas (0252533, US)"
goldmedl,,"Gold Medalist (set 1, Alpha68k II PCB)"
goldmedla,9607,"Gold Medalist (set 2, Alpha68k III PCB)"
goldmedlb,9607,"Gold Medalist (bootleg, Alpha68k III PCB)"
goldnaxe,,"Golden Axe (set 6, US) (8751 317-123A)"
goldnaxe1,9610,"Golden Axe (set 1, World) (FD1094 317-0110)"
goldnaxe1d,9610,"Golden Axe (set 1, World) (bootleg of FD1094 317-0110 set)"
goldnaxe2,9610,"Golden Axe (set 2, US) (8751 317-0112)"
goldnaxe3,9610,"Golden Axe (set 3, World) (FD1094 317-0120)"
goldnaxe3d,9610,"Golden Axe (set 3, World) (bootleg of FD1094 317-0120 set)"
goldnaxeb1,9610,Golden Axe (encrypted bootleg)
goldnaxeb2,9610,Golden Axe (bootleg)
goldnaxej,9610,"Golden Axe (set 4, Japan) (FD1094 317-0121)"
goldnaxejd,9610,"Golden Axe (set 4, Japan) (bootleg of FD1094 317-0121 set)"
goldnaxeu,9610,"Golden Axe (set 5, US) (FD1094 317-0122)"
goldnaxeud,9610,"Golden Axe (set 5, US) (bootleg of FD1094 317-0122 set)"
goldnjkr,,"Golden Joker (Ver 16.06UNG-25, set 1)"
goldnjkra,9622,"Golden Joker (Ver 16.06UNG-25, set 2)"
goldnpkb,9631,Golden Poker Double Up (Mini Boy)
goldnpkc,9631,"Golden Poker Double Up (bootleg, set 1)"
goldnpkd,9631,"Golden Poker Double Up (bootleg, set 2)"
goldnpke,9631,"Golden Poker Double Up (bootleg, set 3)"
goldnpkf,9631,"Golden Poker Double Up (bootleg, set 4)"
goldnpkg,9631,"Golden Poker Double Up (bootleg, set 5)"
goldnpkh,9631,Golden Poker Double Up (tearoom*sara hack)
goldnpkr,,Golden Poker Double Up (Big Boy)
goldpya6,0,"Golden Pyramids (10196511, ASP)"
goldpym,0,"Golden Pyramids Special Edition - Maximillions (10130811, NSW/ACT)"
goldpyr,0,"Golden Pyramids (0100878V, ASP)"
goldpyru,0,"Golden Pyramids (AHG1206-99, US)"
goldpyrua,0,"Golden Pyramids (AHG1205-03, US)"
goldsam,1352,"Golden Samurai (10247811, NSW/ACT)"
goldstar,,Golden Star
goldstbl,9638,Golden Star (Blue version)
goldwing,,Gold Wings
goldwingf,9640,Gold Wings (French)
goldwingg,9640,Gold Wings (German)
golgo13,,"Golgo 13 (Japan, GLG1/VER.A)"
gollygho,,Golly! Ghost!
gomoku,,Gomoku Narabe Renju
gondo,,Gondomania (World)
gondou,9646,Gondomania (US)
gonefsh2,,Gone Fishing 2
good,,Good (Korea)
goodejan,,Good E Jong -Kachinuki Mahjong Syoukin Oh!!- (set 1)
goodejana,9650,Good E Jong -Kachinuki Mahjong Syoukin Oh!!- (set 2)
goodluck,2951,Good Luck
goonies,,Vs. The Goonies (set E)
goori,,Goori Goori
gorf,,Gorf
gorfirec,9655,"Gorf (Spain, Irecsa license)"
gorfpgm1,9655,Gorf (program 1)
gorfpgm1f,9655,"Gorf (program 1, with French language ROM)"
gorfpgm1g,9655,"Gorf (program 1, with German language ROM)"
gork,,Gork
gorkans,23672,Gorkans
gormiti,,Gormiti Game Arena (Spain)
gorodki,,Gorodki
gostop,,Kankoku Hanafuda Go-Stop
gostopac,,Go &amp; Stop
gotcha,,Got-cha Mini Game Festival
gotya,38216,Got-Ya (12/24/1981)
goupilg1,,Goupil G1
goupilg2,,Goupil G2
gowcaizr,24307,Voltage Fighter - Gowcaizer / Choujin Gakuen Gowcaizer
gp2quiz,,Gals Panic II - Quiz Version
gp2se,,Gals Panic II' - Special Edition (Japan)
gp2x,,GP2X
gp32,,GP32
gp98,,"Grand Prix '98 (V100K, set 1)"
gp98a,9675,"Grand Prix '98 (V100K, set 2)"
gp_110,,Model 110
gpgolf,,"Golden Par Golf (Joystick, V1.1)"
gpgolfa,9678,"Golden Par Golf (Joystick, V1.0)"
gpi1200,,GPi 1200
gpilots,24307,Ghost Pilots (NGM-020 ~ NGH-020)
gpilotsh,0,"Ghost Pilots (NGH-020, US)"
gpilotsp,0,Ghost Pilots (prototype)
gpoker,,"Poker (Gakken, 1979 version)"
gprider,,"GP Rider (World, FD1094 317-0163) (Twin setup)"
gpriderj,9685,"GP Rider (Japan, FD1094 317-0161) (Twin setup)"
gpriderjs,9685,"GP Rider (Japan, FD1094 317-0161)"
gpriders,9685,"GP Rider (World, FD1094 317-0163)"
gprideru,9685,"GP Rider (US, FD1094 317-0162) (Twin setup)"
gpriderus,9685,"GP Rider (US, FD1094 317-0162)"
gprix,,"Grand Prix (CPU 4.50, display A4.00)"
gprix_301,9691,"Grand Prix (CPU 3.01, display A3.01)"
gprix_340,9691,"Grand Prix (CPU 3.40, display A3.03)"
gprix_350,9691,"Grand Prix (CPU 3.50, display A3.03)"
gprix_352,9691,"Grand Prix (CPU 3.52, display A3.03)"
gprix_400,9691,"Grand Prix (CPU 4.00, display A4.00)"
gprixf,9691,"Grand Prix (CPU 4.50, display F4.00, France)"
gprixf_301,9691,"Grand Prix (CPU 3.01, display F3.01, France)"
gprixf_340,9691,"Grand Prix (CPU 3.40, display F3.03, France)"
gprixf_350,9691,"Grand Prix (CPU 3.50, display F3.03, France)"
gprixf_352,9691,"Grand Prix (CPU 3.52, display F3.03, France)"
gprixf_400,9691,"Grand Prix (CPU 4.00, display F4.00, France)"
gprixg,9691,"Grand Prix (CPU 4.50, display G4.00, Germany)"
gprixg_301,9691,"Grand Prix (CPU 3.01, display G3.01, Germany)"
gprixg_340,9691,"Grand Prix (CPU 3.40, display G3.03, Germany)"
gprixg_350,9691,"Grand Prix (CPU 3.50, display G3.03, Germany)"
gprixg_352,9691,"Grand Prix (CPU 3.52, display G3.03, Germany)"
gprixg_400,9691,"Grand Prix (CPU 4.00, display G4.00, Germany)"
gprixi,9691,"Grand Prix (CPU 4.50, display I4.00, Italy)"
gprixi_301,9691,"Grand Prix (CPU 3.01, display I3.01, Italy)"
gprixi_340,9691,"Grand Prix (CPU 3.40, display I3.03, Italy)"
gprixi_350,9691,"Grand Prix (CPU 3.50, display I3.03, Italy)"
gprixi_352,9691,"Grand Prix (CPU 3.52, display I3.03, Italy)"
gprixi_400,9691,"Grand Prix (CPU 4.00, display I4.00, Italy)"
gprixl,9691,"Grand Prix (CPU 4.50, display L4.00, Spain)"
gprixl_301,9691,"Grand Prix (CPU 3.01, display L3.01, Spain)"
gprixl_340,9691,"Grand Prix (CPU 3.40, display L3.03, Spain)"
gprixl_350,9691,"Grand Prix (CPU 3.50, display L3.03, Spain)"
gprixl_352,9691,"Grand Prix (CPU 3.52, display L3.03, Spain)"
gprixl_400,9691,"Grand Prix (CPU 4.00, display L4.00, Spain)"
gprnrs1,,Game Prince RS-1
gprnrs16,,Game Prince RS-16
gpworld,,GP World
gq863,,Twinkle System
gr700,,GR-700 Guitar Synthesizer
gradius,24293,"Gradius (Japan, ROM version)"
gradius2,40438,"Gradius II: GOFER no Yabou (Japan, new)"
gradius2a,40438,"Gradius II: GOFER no Yabou (Japan, old)"
gradius2b,40438,"Gradius II: GOFER no Yabou (Japan, older)"
gradius3,,"Gradius III (World, version R)"
gradius3a,9730,Gradius III (Asia)
gradius3j,9730,"Gradius III: Densetsu kara Shinwa e (Japan, version 3, newer)"
gradius3ja,9730,"Gradius III: Densetsu kara Shinwa e (Japan, version S)"
gradius3jas,9730,"Gradius III: Densetsu kara Shinwa e (Japan, version S, split)"
gradius4,,Gradius IV: Fukkatsu (ver JAC)
gradius4a,9735,Gradius IV (ver AAC)
gradius4aa,9735,Gradius IV (ver AAA)
gradius4ja,9735,Gradius IV: Fukkatsu (ver JAA)
gradius4u,9735,Gradius IV (ver UAC)
gradius4ua,9735,Gradius IV (ver UAA)
gradiusb,3039,Gradius (Bubble System)
grainbow,,SD Gundam Sangokushi Rainbow Tairiku Senki (Japan)
grainbowk,9742,SD Gundam Sangokushi Rainbow Tairiku Senki (Korea)
grally,26780,Gran Rally (Spanish bootleg of Pole Position II)
gram2000,24138,Giant Gram 2000
granada,36842,Sphinx Granada
grancan,,"Grand Canyon (Ukraine, V. 43.09)"
grancana,9747,"Grand Canyon (Ukraine, V. 43.05)"
grancanb,9747,"Grand Canyon (Ukraine, V. 42.13)"
grancanc,9747,"Grand Canyon (Ukraine, V. 42.06)"
grancapi,,Gran Capitan (Version 3)
grand8,25146,Le Grand 8
grand_l1,9755,Grand Lizard (L-1)
grand_l3,9755,Grand Lizard (L-3)
grand_l4,,Grand Lizard (L-4)
grandprx,,Grand Prix
granfrat,,Grande Fratello (Ver. 1.7)
granits,8627,Granit S
granny,,Granny and the Gators
granslam,,Grand Slam
granslam4,9760,Grand Slam (4 Players)
grasspin,,Grasspin
gratia,,"Gratia - Second Earth (ver 1.0, 92047-01 version)"
gratiaa,9763,"Gratia - Second Earth (ver 1.0, 91022-10 version)"
gratispk,,"Gratis Poker (V.204, set 1)"
gratispka,9765,"Gratis Poker (V.204, set 2)"
gravitar,,Gravitar (version 3)
gravitar1,9767,Gravitar (version 1)
gravitar2,9767,Gravitar (version 2)
gravity,,Gravity (Mattel)
grchamp,,Grand Champion (set 1)
grchampa,9771,Grand Champion (set 2)
grchampb,9771,Grand Champion (set 3)
grdforce,37329,Guardian Force (JUET 980318 V0.105)
grdian,,Guardian (US)
grdians,,Guardians / Denjin Makai II (P-FG01-1 PCB)
