name,cloneOf,description
bootcamp,4611,Boot Camp
combatscb,4611,Combat School (bootleg)
rockrage,,Rock'n Rage (World)
rockragea,4616,Rock'n Rage (prototype?)
rockragej,4616,Koi no Hotrock (Japan)
mx5000,,MX5000
flkatck,4619,Flak Attack (Japan)
fastlane,,Fast Lane
tricktrp,,Trick Trap (World?)
labyrunr,4622,Labyrinth Runner (Japan)
labyrunrk,4622,Labyrinth Runner (World Ver. K)
thehustl,4627,The Hustler (Japan version M)
thehustlj,4627,The Hustler (Japan version J)
rackemup,,Rack 'em Up
battlnts,,Battlantis
battlntsj,4628,Battlantis (Japan)
bladestl,,Blades of Steel (version T)
bladestll,4630,Blades of Steel (version L)
bladestle,4630,Blades of Steel (version E)
hcastle,,Haunted Castle (version M)
hcastleo,4633,Haunted Castle (version K)
hcastlej,4633,Akuma-Jou Dracula (Japan version P)
hcastljo,4633,Akuma-Jou Dracula (Japan version N)
ajax,,Ajax
typhoon,4637,Typhoon
ajaxj,4637,Ajax (Japan)
scontra,,Super Contra
scontraj,4640,Super Contra (Japan)
thunderx,,Thunder Cross (set 1)
thunderxa,4642,Thunder Cross (set 2)
thunderxb,4642,Thunder Cross (set 3)
thunderxj,4642,Thunder Cross (Japan)
mainevt,,The Main Event (4 Players ver. Y)
mainevto,4646,The Main Event (4 Players ver. F)
mainevt2p,4646,The Main Event (2 Players ver. X)
ringohja,4646,Ring no Ohja (Japan 2 Players ver. N)
devstors,,Devastators (ver. Z)
devstors2,4650,Devastators (ver. X)
devstors3,4650,Devastators (ver. V)
garuka,4650,Garuka (Japan ver. W)
88games,,'88 Games
konami88,4654,Konami '88
hypsptsp,4654,Hyper Sports Special (Japan)
gbusters,,Gang Busters (set 1)
gbustersa,4657,Gang Busters (set 2)
crazycop,4657,Crazy Cop (Japan)
crimfght,,Crime Fighters (US 4 players)
crimfght2,4660,Crime Fighters (World 2 Players)
crimfghtj,4660,Crime Fighters (Japan 2 Players)
spy,,S.P.Y. - Special Project Y (World ver. N)
spyu,4663,S.P.Y. - Special Project Y (US ver. M)
bottom9,,Bottom of the Ninth (version T)
bottom9n,4665,Bottom of the Ninth (version N)
mstadium,4665,Main Stadium (Japan)
blockhl,,Block Hole
quarth,4668,Quarth (Japan)
aliens,,Aliens (World set 1)
aliens2,4670,Aliens (World set 2)
aliens3,4670,Aliens (World set 3)
aliensu,4670,Aliens (US)
aliensj,4670,Aliens (Japan set 1)
aliensj2,4670,Aliens (Japan set 2)
aliensa,4670,Aliens (Asia)
suratk,,Surprise Attack (World ver. K)
suratka,4677,Surprise Attack (Asia ver. L)
suratkj,4677,Surprise Attack (Japan ver. M)
parodius,,Parodius DA! (World)
parodiusj,4680,Parodius DA! (Japan)
rollerg,,Rollergames (US)
rollergj,4682,Rollergames (Japan)
simpsons,,"The Simpsons (4 Players World, set 1)"
simpsons4pa,4684,"The Simpsons (4 Players World, set 2)"
simpsons2p,4684,"The Simpsons (2 Players World, set 1)"
simpsons2p2,4684,"The Simpsons (2 Players World, set 2)"
simpsons2pa,4684,The Simpsons (2 Players Asia)
simpsons2pj,4684,The Simpsons (2 Players Japan)
esckids,,"Escape Kids (Asia, 4 Players)"
esckidsj,4690,"Escape Kids (Japan, 2 Players)"
vendetta,,Vendetta (World 4 Players ver. T)
vendettar,4692,Vendetta (World 4 Players ver. R)
vendetta2p,4692,Vendetta (World 2 Players ver. W)
vendetta2pu,4692,Vendetta (Asia 2 Players ver. U)
vendetta2pd,4692,Vendetta (Asia 2 Players ver. D)
vendettaj,4692,Crime Fighters 2 (Japan 2 Players ver. P)
mogura,,Mogura Desse (Japan)
wecleman,,WEC Le Mans 24
hotchase,,Hot Chase
chqflag,,Chequered Flag
chqflagj,4701,Chequered Flag (Japan)
ultraman,,Ultraman (Japan)
hexion,,Hexion (Japan)
lethalen,,"Lethal Enforcers (ver UAE, 11/19/92 15:04)"
lethalenua,4705,"Lethal Enforcers (ver unknown, US, 08/17/92 21:38)"
lethalenux,4705,"Lethal Enforcers (ver unknown, US, 08/06/92 15:11, hacked/proto?)"
lethaleneab,4705,"Lethal Enforcers (ver EAB, 10/14/92 19:53)"
lethaleneae,4705,"Lethal Enforcers (ver EAE, 11/19/92 16:24)"
lethalenj,4705,"Lethal Enforcers (ver JAD, 12/04/92 17:16)"
tgtpanic,,Target Panic
nemesis,,Nemesis
nemesisuk,4712,Nemesis (World?)
konamigt,,Konami GT
salamand,,Salamander (version D)
salamandj,4715,Salamander (version J)
lifefrce,4715,Lifeforce (US)
lifefrcej,4715,Lifeforce (Japan)
blkpnthr,,Black Panther
citybomb,,City Bomber (World)
citybombj,4720,City Bomber (Japan)
kittenk,,Kitten Kaboodle
nyanpani,4722,Nyan Nyan Panic (Japan)
hcrash,,Hyper Crash (version D)
hcrashc,4724,Hyper Crash (version C)
rf2,4714,Konami RF2 - Red Fighter
twinbee,,TwinBee
gradius,4712,Gradius
gwarrior,,Galactic Warriors
devilw,,Devil World
darkadv,4730,Dark Adventure
majuu,4730,Majuu no Ohkoku
vulcan,,Vulcan Venture (New)
vulcana,4733,Vulcan Venture (Old)
vulcanb,4733,Vulcan Venture (Oldest)
gradius2,4733,Gradius II - GOFER no Yabou (Japan New Ver.)
gradius2a,4733,Gradius II - GOFER no Yabou (Japan Old Ver.)
gradius2b,4733,Gradius II - GOFER no Yabou (Japan Older Ver.)
cuebrickj,4744,Cue Brick (Japan)
fround,,The Final Round (version M)
froundl,4740,The Final Round (version L)
hpuncher,4740,Hard Puncher (Japan)
miaj,4745,M.I.A. - Missing in Action (Japan)
cuebrick,,Cue Brick (World version D)
mia,,M.I.A. - Missing in Action (version T)
mia2,4745,M.I.A. - Missing in Action (version S)
tmnt,,Teenage Mutant Ninja Turtles (World 4 Players)
tmntu,4747,"Teenage Mutant Ninja Turtles (US 4 Players, set 1)"
tmntua,4747,"Teenage Mutant Ninja Turtles (US 4 Players, set 2)"
tmht,4747,"Teenage Mutant Hero Turtles (UK 4 Players, set 1)"
tmhta,4747,"Teenage Mutant Hero Turtles (UK 4 Players, set 2)"
tmntj,4747,Teenage Mutant Ninja Turtles (Japan 4 Players)
tmht2p,4747,"Teenage Mutant Hero Turtles (UK 2 Players, set 1)"
tmht2pa,4747,"Teenage Mutant Hero Turtles (UK 2 Players, set 2)"
tmnt2pj,4747,Teenage Mutant Ninja Turtles (Japan 2 Players)
tmnt2po,4747,Teenage Mutant Ninja Turtles (Oceania 2 Players)
punkshot,,Punk Shot (US 4 Players)
punkshot2,4757,Punk Shot (US 2 Players)
punkshotj,4757,Punk Shot (Japan 2 Players)
lgtnfght,,Lightning Fighters (World)
lgtnfghta,4760,Lightning Fighters (Asia)
lgtnfghtu,4760,Lightning Fighters (US)
trigon,4760,Trigon (Japan)
blswhstl,,Bells &amp; Whistles (Version L)
detatwin,4764,Detana!! Twin Bee (Japan ver. J)
glfgreat,,Golfing Greats
glfgreatj,4766,Golfing Greats (Japan)
tmnt2,,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver UAA)
tmnt2a,4768,Teenage Mutant Ninja Turtles - Turtles in Time (4 Players ver ADA)
tmht22pe,4768,Teenage Mutant Hero Turtles - Turtles in Time (2 Players ver EBA)
tmnt22pu,4768,Teenage Mutant Ninja Turtles - Turtles in Time (2 Players ver UDA)
ssriders,,Sunset Riders (4 Players ver EAC)
ssridersebd,4772,Sunset Riders (2 Players ver EBD)
ssridersebc,4772,Sunset Riders (2 Players ver EBC)
ssridersuda,4772,Sunset Riders (4 Players ver UDA)
ssriderseaa,4772,Sunset Riders (4 Players ver EAA)
ssridersuac,4772,Sunset Riders (4 Players ver UAC)
ssridersubc,4772,Sunset Riders (2 Players ver UBC)
ssridersabd,4772,Sunset Riders (2 Players ver ABD)
ssridersadd,4772,Sunset Riders (4 Players ver ADD)
ssridersjbd,4772,Sunset Riders (2 Players ver JBD)
ssridersb,4772,Sunset Riders (bootleg 4 Players ver ADD)
xmen,,X-Men (4 Players ver UBB)
xmenj,4783,X-Men (4 Players ver JBA)
xmene,4783,X-Men (4 Players ver EBA)
xmen2pe,4783,X-Men (2 Players ver EAA)
xmen2pa,4783,X-Men (2 Players ver AAA)
xmen2pj,4783,X-Men (2 Players ver JAA)
xmen6p,4783,X-Men (6 Players ver ECB)
xmen6pu,4783,X-Men (6 Players ver UCB)
xexex,,Xexex (ver EAA)
xexexa,4791,Xexex (ver AAA)
xexexj,4791,Xexex (ver JAA)
asterix,,Asterix (ver EAD)
asterixeac,4794,Asterix (ver EAC)
asterixeaa,4794,Asterix (ver EAA)
asterixaad,4794,Asterix (ver AAD)
asterixj,4794,Asterix (ver JAD)
gijoe,,G.I. Joe (World)
gijoeu,4799,G.I. Joe (US)
gijoej,4799,G.I. Joe (Japan)
thndrx2,,Thunder Cross II (World)
thndrx2a,4802,Thunder Cross II (Asia)
thndrx2j,4802,Thunder Cross II (Japan)
prmrsocr,,Premier Soccer (ver EAB)
prmrsocrj,4805,Premier Soccer (ver JAB)
qgakumon,,Quiz Gakumon no Susume (Japan ver. JA2 Type L)
moo,,Wild West C.O.W.-Boys of Moo Mesa (ver EA)
mooua,4808,Wild West C.O.W.-Boys of Moo Mesa (ver UA)
mooaa,4808,Wild West C.O.W.-Boys of Moo Mesa (ver AA)
moobl,4808,Wild West C.O.W.-Boys of Moo Mesa (bootleg ver AA)
bucky,,Bucky O'Hare (ver EA)
buckyua,4812,Bucky O'Hare (ver UA)
buckyaa,4812,Bucky O'Hare (ver AA)
gaiapols,,Gaiapolis (ver EAF)
gaiapolsu,4815,Gaiapolis (ver UAF)
gaiapolsj,4815,Gaiapolis (ver JAF)
mystwarr,,Mystic Warriors (ver EAA)
mystwarru,4818,Mystic Warriors (ver UAA)
mystwarrj,4818,Mystic Warriors (ver JAA)
mystwarra,4818,Mystic Warriors (ver AAA)
viostorm,,Violent Storm (ver EAB)
viostormu,4822,Violent Storm (ver UAC)
viostormub,4822,Violent Storm (ver UAB)
viostormj,4822,Violent Storm (ver JAC)
viostorma,4822,Violent Storm (ver AAC)
mmaulers,,Monster Maulers (ver EAA)
dadandrn,4827,Kyukyoku Sentai Dadandarn (ver JAA)
metamrph,,Metamorphic Force (ver EAA)
metamrphu,4829,Metamorphic Force (ver UAA)
metamrphj,4829,Metamorphic Force (ver JAA)
mtlchamp,,Martial Champion (ver EAB)
mtlchamp1,4832,Martial Champion (ver EAA)
mtlchampu,4832,Martial Champion (ver UAD)
mtlchampj,4832,Martial Champion (ver JAA)
mtlchampa,4832,Martial Champion (ver AAA)
rungun,,Run and Gun (ver EAA 1993 10.8)
runguna,4837,Run and Gun (ver EAA 1993 10.4)
rungunu,4837,Run and Gun (ver UAB 1993 10.12)
rungunua,4837,Run and Gun (ver UBA 1993 10.8)
slmdunkj,4837,Slam Dunk (ver JAA 1993 10.8)
dbz,,Dragonball Z
dbz2,,Dragonball Z 2 - Super Battle
bishi,,"Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players)"
sbishi,,"Super Bishi Bashi Championship (ver JAA, 2 Players)"
sbishik,4845,"Super Bishi Bashi Championship (ver KAA, 3 Players)"
overdriv,,Over Drive
gradius3,,Gradius III (Japan)
gradius3a,4848,Gradius III (Asia)
gradius3e,4848,Gradius III (World ?)
plygonet,,Polygonet Commanders (ver UAA)
polynetw,,Poly-Net Warriors (ver JAA)
konamigx,,System GX
racinfrc,,Racin' Force (ver EAC)
racinfrcu,4854,Racin' Force (ver UAB)
opengolf,,Konami's Open Golf Championship (ver EAE)
opengolf2,4856,Konami's Open Golf Championship (ver EAD)
ggreats2,4856,Golfing Greats 2 (ver JAC)
le2,,Lethal Enforcers II: Gun Fighters (ver EAA)
le2u,4859,Lethal Enforcers II: Gun Fighters (ver UAA)
le2j,4859,Lethal Enforcers II: The Western (ver JAA)
puzldama,,Taisen Puzzle-dama (ver JAA)
gokuparo,4864,Gokujyou Parodius (ver JAD)
fantjour,,Fantastic Journey (ver EAA)
fantjoura,4864,Fantastic Journey (ver AAA)
dragoona,,Dragoon Might (ver AAB)
dragoonj,4866,Dragoon Might (ver JAA)
tbyahhoo,,Twin Bee Yahhoo! (ver JAA)
tkmmpzdm,,Tokimeki Memorial Taisen Puzzle-dama (ver JAB)
salmndr2,,Salamander 2 (ver JAA)
salmndr2a,4870,Salamander 2 (ver AAB)
sexyparo,,Sexy Parodius (ver JAA)
daiskiss,,Daisu-Kiss (ver JAA)
tokkae,,Taisen Tokkae-dama (ver JAA)
winspike,,Winning Spike (ver EAA)
winspikej,4875,Winning Spike (ver JAA)
soccerss,,Soccer Superstars (ver EAA)
soccerssj,4877,Soccer Superstars (ver JAC)
soccerssja,4877,Soccer Superstars (ver JAA)
soccerssa,4877,Soccer Superstars (ver AAA)
vsnetscr,,Versus Net Soccer (ver EAD)
vsnetscreb,4881,Versus Net Soccer (ver EAB)
vsnetscru,4881,Versus Net Soccer (ver UAB)
vsnetscra,4881,Versus Net Soccer (ver AAA)
vsnetscrj,4881,Versus Net Soccer (ver JAB)
rungun2,,Run and Gun 2 (ver UAA)
slamdnk2,4886,Slam Dunk 2 (ver JAA)
rushhero,,Rushing Heroes (ver UAB)
qdrmfgp,,Quiz Do Re Mi Fa Grand Prix (Japan)
qdrmfgp2,,Quiz Do Re Mi Fa Grand Prix 2 - Shin-Kyoku Nyuukadayo (Japan)
kingtut,,King Tut (NSW)
moneybnk,,Money In The Bank (NSW)
bm1stmix,,beatmania (ver JA-B)
bm2ndmix,,beatmania 2nd MIX (ver JA-B)
bm2ndmxa,4894,beatmania 2nd MIX (ver JA-A)
bm3rdmix,,beatmania 3rd MIX (ver JA-A)
bmcompmx,,beatmania complete MIX (ver JA-B)
hmcompmx,4897,hiphopmania complete MIX (ver UA-B)
bm4thmix,,beatmania 4th MIX (ver JA-A)
bm5thmix,,beatmania 5th MIX (ver JA-A)
bmclubmx,,beatmania Club MIX (ver JA-A)
bmcorerm,,beatmania CORE REMIX (ver JA-A)
bmdct,,beatmania featuring Dreams Come True (ver JA-A)
bmcompm2,,beatmania complete MIX 2 (ver JA-A)
hmcompm2,4904,hiphopmania complete MIX 2 (ver UA-A)
bm6thmix,,beatmania 6th MIX (ver JA-A)
bm7thmix,,beatmania 7th MIX (ver JA-B)
bmfinal,,beatmania THE FINAL (ver JA-A)
popn2,,Pop'n Music 2 (ver JA-A)
ppp,,ParaParaParadise
ppd,,ParaParaDancing
ppp11,,ParaParaParadise v1.1
kbm,,Keyboardmania
kbm2nd,,Keyboardmania 2nd Mix
kbm3rd,,Keyboardmania 3rd Mix
popn5,,Pop n' Music 5
popn7,,Pop n' Music 7
fiveside,,Five a Side Soccer (ver UAA)
thunderh,,Operation Thunder Hurricane (ver EAA)
thunderhu,4919,Operation Thunder Hurricane (ver UAA)
slrasslt,,Solar Assault (ver UAA)
gticlub,,GTI Club (ver EAA)
gticluba,4922,GTI Club (ver AAA)
gticlubj,4922,GTI Club (ver JAA)
hangplt,,Hang Pilot
nbapbp,,NBA Play By Play
terabrst,,Teraburst (1998/07/17 ver UEL)
terabrsta,4927,Teraburst (1998/02/25 ver AAA)
gradius4,,Gradius 4: Fukkatsu
sscope,,Silent Scope (ver JZD)
sscopea,4930,Silent Scope (ver UAB)
sscopeb,4930,Silent Scope (ver UAA)
sscope2,,Silent Scope 2
racingj,,Racing Jam
racingj2,4934,Racing Jam: Chapter 2
thrilld,,Thrill Drive (JAE)
thrilldb,4936,Thrill Drive (JAB)
midnrun,,Midnight Run (Euro v1.11)
windheat,,"Winding Heat (EAA, Euro v2.11)"
windheatu,4939,"Winding Heat (UBC, USA v2.22)"
windheatj,4939,"Winding Heat (JAA, Japan v2.11)"
waveshrk,,"Wave Shark (UAB, USA v1.04)"
polystar,,Tobe! Polystars (ver JAA)
totlvice,,Total Vice (ver UAC)
totlvicj,4944,Total Vice (ver JAD)
btltryst,,Battle Tryst (ver JAC)
heatof11,,Heat of Eleven '98 (ver EAA)
evilngt,,Evil Night (ver EAA)
hellngt,4948,Hell Night (ver EAA)
carpolo,,Car Polo
sidetrac,,Side Track
targ,,Targ
targc,4952,Targ (cocktail?)
spectar,,Spectar (revision 3)
spectar1,4954,Spectar (revision 1?)
rallys,4954,Rallys (bootleg of Spectar)
panzer,4954,Panzer (bootleg of Spectar)
phantoma,4954,Phantomas (bootleg of Spectar)
phantom,4954,Phantom (bootleg of Spectar)
venture,,Venture (version 5 set 1)
venture2,4960,Venture (version 5 set 2)
venture4,4960,Venture (version 4)
teetert,,Teeter Torture (prototype)
mtrap,,Mouse Trap (version 5)
mtrap3,4964,Mouse Trap (version 3)
mtrap4,4964,Mouse Trap (version 4)
pepper2,,Pepper II
hardhat,,Hard Hat
fax,,FAX
fax2,4969,FAX 2
circus,,Circus / Acrobat TV
circusse,4971,Circus (Sub-Electro bootleg)
robotbwl,,Robot Bowl
crash,,Crash
smash,4974,Smash (Crash bootleg)
ripcord,,Rip Cord
starfire,,Star Fire (set 1)
starfirea,4977,Star Fire (set 2)
fireone,,Fire One
starfir2,,Star Fire 2
victory,,Victory
victorba,4981,Victor Banana
topgunnr,,Top Gunner (Exidy)
crossbow,,Crossbow (version 2.0)
cheyenne,,Cheyenne (version 1.0)
combat,,Combat (version 3.0)
catch22,4986,Catch-22 (version 8.0)
cracksht,,Crackshot (version 2.0)
claypign,,Clay Pigeon (version 2.0)
chiller,,Chiller (version 3.0)
topsecex,,Top Secret (Exidy) (version 1.0)
hitnmiss,,Hit 'n Miss (version 3.0)
hitnmiss2,4992,Hit 'n Miss (version 2.0)
whodunit,,Who Dunit (version 8.0)
showdown,,Showdown (version 5.0)
yukon,,Yukon (version 2.0)
yukon1,4996,Yukon (version 1.0)
maxaflex,,Max-A-Flex
mf_achas,,Astro Chase (Max-A-Flex)
mf_brist,,Bristles (Max-A-Flex)
mf_flip,,Flip &amp; Flop (Max-A-Flex)
mf_bdash,,Boulder Dash (Max-A-Flex)
tank8,,Tank 8 (set 1)
tank8a,5003,Tank 8 (set 2)
tank8b,5003,Tank 8 (set 3)
tank8c,5003,Tank 8 (set 4)
tank8d,5003,Tank 8 (set 5)
cball,,"Cannonball (Atari, prototype)"
copsnrob,,Cops'n Robbers
flyball,,Flyball
sprint2,5028,Sprint 2 (set 1)
sprint2a,5028,Sprint 2 (set 2)
sprint4,,Sprint 4 (set 1)
sprint4a,5013,Sprint 4 (set 2)
nitedrvr,,Night Driver
dominos,,Dominos
triplhnt,,Triple Hunt
sprint8,,Sprint 8
sprint8a,5018,Sprint 8 (play tag &amp; chase)
dragrace,,Drag Race
poolshrk,,Poolshark
starshp1,,Starship 1
starshpp,5022,Starship 1 (prototype?)
superbug,,Super Bug
canyon,,Canyon Bomber
canyonp,5025,Canyon Bomber (prototype)
destroyr,,Destroyer
sprint1,,Sprint 1
ultratnk,,Ultra Tank
skyraid,,Sky Raider
tourtabl,,Tournament Table (set 1)
tourtab2,5031,Tournament Table (set 2)
avalnche,,Avalanche
cascade,5033,Cascade
firetrk,,Fire Truck
skydiver,,Sky Diver
sbrkout3,5038,Super Breakout (rev 03)
sbrkout,,Super Breakout (rev 04)
atarifb,,Atari Football (revision 2)
atarifb1,5039,Atari Football (revision 1)
orbit,,Orbit
boxer,,Boxer (prototype)
wolfpack,,Wolf Pack (prototype)
mgolf,,Atari Mini Golf (prototype)
videopin,,Video Pinball
atarifb4,5039,Atari Football (4 players)
subs,,Subs
bsktball,,Basketball
abaseb,,Atari Baseball (set 1)
abaseb2,5049,Atari Baseball (set 2)
montecar,,Monte Carlo
soccer,,Atari Soccer
missile,,Missile Command (set 1)
missile2,5053,Missile Command (set 2)
suprmatk,5053,Super Missile Attack (for set 2)
suprmatkd,5053,Super Missile Attack (not encrypted)
mcombat,5053,"Missile Combat (Videotron bootleg, set 1)"
mcombata,5053,"Missile Combat (Videotron bootleg, set 2)"
llander,,Lunar Lander (rev 2)
llander1,5059,Lunar Lander (rev 1)
asteroid,,Asteroids (rev 4)
asteroid2,5061,Asteroids (rev 2)
asteroid1,5061,Asteroids (rev 1)
asteroidb,5061,Asteroids (bootleg on Lunar Lander hardware)
asterock,5061,Asterock
meteorts,5061,Meteorites
meteorho,5061,Meteor
astdelux,,Asteroids Deluxe (rev 3)
astdelux2,5068,Asteroids Deluxe (rev 2)
astdelux1,5068,Asteroids Deluxe (rev 1)
bzone,,Battle Zone (set 1)
bzone2,5071,Battle Zone (set 2)
bzonec,5071,Battle Zone (cocktail)
bradley,,Bradley Trainer
redbaron,,Red Baron
tempest,,Tempest (rev 3)
tempest1,5076,Tempest (rev 1)
tempest2,5076,Tempest (rev 2)
tempest3,5076,"Tempest (rev 2, Revised Hardware)"
temptube,5076,Tempest Tubes
spacduel,,Space Duel
gravitar,,Gravitar (version 3)
gravitar2,5082,Gravitar (version 2)
gravp,5082,Gravitar (prototype)
lunarbat,5082,"Lunar Battle (prototype, later)"
lunarba1,5082,"Lunar Battle (prototype, earlier)"
quantum,,Quantum (rev 2)
quantum1,5087,Quantum (rev 1)
quantump,5087,Quantum (prototype)
bwidow,,Black Widow
starwars,,Star Wars (rev 2)
starwars1,5091,Star Wars (rev 1)
tomcatsw,5101,"TomCat (Star Wars hardware, prototype)"
mhavoc,,Major Havoc (rev 3)
mhavoc2,5094,Major Havoc (rev 2)
mhavocp,5094,Major Havoc (prototype)
mhavocrv,5094,Major Havoc (Return to Vax)
alphaone,5094,"Alpha One (prototype, 3 lives)"
alphaonea,5094,"Alpha One (prototype, 5 lives)"
esb,,The Empire Strikes Back
tomcat,,TomCat (prototype)
warlords,,Warlords
centiped,,Centipede (revision 3)
centiped2,5103,Centipede (revision 2)
centtime,5103,"Centipede (1 player, timed)"
centipdb,5103,Centipede (bootleg)
centipdd,5103,Centipede Dux (hack)
caterplr,5103,Caterpillar
millpac,5103,Millpac
magworm,5103,Magic Worm (bootleg)
mazeinv,,Maze Invaders (prototype)
milliped,,Millipede
millipdd,5112,Millipede Dux (hack)
qwak,,Qwak (prototype)
runaway,,Runaway (prototype)
bullsdrt,,Bulls Eye Darts
cmmb162,,Multipede (V1.00)
tunhunt,,Tunnel Hunt
tunhuntc,5118,Tunnel Hunt (Centuri)
liberatr,,Liberator (set 1)
liberatr2,5120,Liberator (set 2)
foodf,,Food Fight (rev 3)
foodf2,5122,Food Fight (rev 2)
foodfc,5122,Food Fight (cocktail)
ccastles,,Crystal Castles (version 4)
ccastlesg,5125,"Crystal Castles (version 3, German)"
ccastlesp,5125,"Crystal Castles (version 3, Spanish)"
ccastlesf,5125,"Crystal Castles (version 3, French)"
ccastles3,5125,Crystal Castles (version 3)
ccastles2,5125,Crystal Castles (version 2)
ccastles1,5125,Crystal Castles (version 1)
ccastlesj,5125,Crystal Castles (joystick version)
cloak,,Cloak &amp; Dagger (rev 5)
cloaksp,5133,Cloak &amp; Dagger (Spanish)
cloakfr,5133,Cloak &amp; Dagger (French)
cloakgr,5133,Cloak &amp; Dagger (German)
agentx4,5133,"Agent X (prototype, rev 4)"
agentx3,5133,"Agent X (prototype, rev 3)"
agentx2,5133,"Agent X (prototype, rev 2)"
agentx1,5133,"Agent X (prototype, rev 1)"
cloud9,,Cloud 9 (prototype)
firebeas,,Firebeast (prototype)
firefox,,Fire Fox (set 1)
firefoxa,5143,Fire Fox (set 2)
jedi,,Return of the Jedi
atarisy1,,Atari System 1 BIOS
peterpak,,Peter Pack-Rat
marble,,Marble Madness (set 1)
marble2,5148,Marble Madness (set 2)
marble3,5148,Marble Madness (set 3)
marble4,5148,Marble Madness (set 4)
marble5,5148,Marble Madness (set 5 - LSI Cartridge)
indytemp,,Indiana Jones and the Temple of Doom (set 1)
indytemp2,5153,Indiana Jones and the Temple of Doom (set 2)
indytemp3,5153,Indiana Jones and the Temple of Doom (set 3)
indytemp4,5153,Indiana Jones and the Temple of Doom (set 4)
indytempd,5153,Indiana Jones and the Temple of Doom (German)
indytempc,5153,Indiana Jones and the Temple of Doom (Cocktail)
roadrunn,,Road Runner (rev 2)
roadrunn2,5159,Road Runner (rev 1+)
roadrunn1,5159,Road Runner (rev 1)
roadblst,,"Road Blasters (upright, rev 4)"
roadblstg,5162,"Road Blasters (upright, German, rev 3)"
roadblst3,5162,"Road Blasters (upright, rev 3)"
roadblstg2,5162,"Road Blasters (upright, German, rev 2)"
roadblst2,5162,"Road Blasters (upright, rev 2)"
roadblstg1,5162,"Road Blasters (upright, German, rev 1)"
roadblst1,5162,"Road Blasters (upright, rev 1)"
roadblstc,5162,"Road Blasters (cockpit, rev 2)"
roadblstcg,5162,"Road Blasters (cockpit, German, rev 1)"
roadblstc1,5162,"Road Blasters (cockpit, rev 1)"
paperboy,,Paperboy (rev 3)
paperboyr2,5172,Paperboy (rev 2)
paperboyr1,5172,Paperboy (rev 1)
ssprint,,Super Sprint (rev 4)
ssprint3,5175,Super Sprint (rev 3)
ssprint1,5175,Super Sprint (rev 1)
ssprintg,5175,"Super Sprint (German, rev 2)"
ssprintg1,5175,"Super Sprint (German, rev 1)"
ssprintf,5175,Super Sprint (French)
ssprints,5175,Super Sprint (Spanish)
csprint,,Championship Sprint (rev 3)
csprint2,5182,Championship Sprint (rev 2)
csprint1,5182,Championship Sprint (rev 1)
csprintg,5182,"Championship Sprint (German, rev 2)"
csprintg1,5182,"Championship Sprint (German, rev 1)"
csprintf,5182,Championship Sprint (French)
csprints,5182,"Championship Sprint (Spanish, rev 2)"
csprints1,5182,"Championship Sprint (Spanish, rev 1)"
720,,720 Degrees (rev 4)
720r3,5190,720 Degrees (rev 3)
720r2,5190,720 Degrees (rev 2)
720r1,5190,720 Degrees (rev 1)
720g,5190,"720 Degrees (German, rev 2)"
720gr1,5190,"720 Degrees (German, rev 1)"
apb,,APB - All Points Bulletin (rev 7)
apb6,5196,APB - All Points Bulletin (rev 6)
apb5,5196,APB - All Points Bulletin (rev 5)
apb4,5196,APB - All Points Bulletin (rev 4)
apb3,5196,APB - All Points Bulletin (rev 3)
apb2,5196,APB - All Points Bulletin (rev 2)
apb1,5196,APB - All Points Bulletin (rev 1)
apbg,5196,APB - All Points Bulletin (German)
apbf,5196,APB - All Points Bulletin (French)
irobot,,"I, Robot"
harddriv,,"Hard Drivin' (cockpit, rev 7)"
harddrivb,5206,"Hard Drivin' (cockpit, British, rev 7)"
harddrivg,5206,"Hard Drivin' (cockpit, German, rev 7)"
harddrivj,5206,"Hard Drivin' (cockpit, Japan, rev 7)"
harddrivb6,5206,"Hard Drivin' (cockpit, British, rev 6)"
harddrivj6,5206,"Hard Drivin' (cockpit, Japan, rev 6)"
harddrivb5,5206,"Hard Drivin' (cockpit, British, rev 5)"
harddrivg4,5206,"Hard Drivin' (cockpit, German, rev 4)"
harddriv3,5206,"Hard Drivin' (cockpit, rev 3)"
harddriv2,5206,"Hard Drivin' (cockpit, rev 2)"
harddriv1,5206,"Hard Drivin' (cockpit, rev 1)"
harddrivc,5206,"Hard Drivin' (compact, rev 2)"
harddrivcg,5206,"Hard Drivin' (compact, German, rev 2)"
harddrivcb,5206,"Hard Drivin' (compact, British, rev 2)"
harddrivc1,5206,"Hard Drivin' (compact, rev 1)"
stunrun,,S.T.U.N. Runner (rev 6)
stunrunj,5221,"S.T.U.N. Runner (rev 7, Japan)"
stunrun5,5221,S.T.U.N. Runner (rev 5)
stunrune,5221,"S.T.U.N. Runner (rev 5, Europe)"
stunrun4,5221,S.T.U.N. Runner (rev 4)
stunrun3,5221,S.T.U.N. Runner (rev 3)
stunrun3e,5221,"S.T.U.N. Runner (rev 3, Europe)"
stunrun2,5221,S.T.U.N. Runner (rev 2)
stunrun2e,5221,"S.T.U.N. Runner (rev 2, Europe)"
stunrun0,5221,S.T.U.N. Runner (rev 0)
stunrunp,5221,S.T.U.N. Runner (upright prototype)
racedriv,,"Race Drivin' (cockpit, rev 5)"
