name,cloneOf,description
m4cmont_u25,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 25)"
m4cmont_u26,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 26)"
m4cmont_u27,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 27)"
m4cmont_u3,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 3)"
m4cmont_u4,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 4)"
m4cmont_u5,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 5)"
m4cmont_u6,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 6)"
m4cmont_u7,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 7)"
m4cmont_u8,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 8)"
m4cmont_u9,11868,"Casino Monte Carlo (Avantime?) (MPU4) (Ukraine, set 9)"
m4cojok,,Carry On Joker (Barcrest) (MPU4) (set 1)
m4cojok__a,11936,Carry On Joker (Barcrest) (MPU4) (set 2)
m4cojok__b,11936,Carry On Joker (Barcrest) (MPU4) (set 3)
m4cojok__c,11936,Carry On Joker (Barcrest) (MPU4) (set 4)
m4cojok__d,11936,Carry On Joker (Barcrest) (MPU4) (set 5)
m4cojok__e,11936,Carry On Joker (Barcrest) (MPU4) (set 6)
m4cojok__f,11936,Carry On Joker (Barcrest) (MPU4) (set 7)
m4coloss,,"Colossus (Mdm) (MPU4, set 1)"
m4colossa,11943,"Colossus (Mdm) (MPU4, set 2)"
m4colossb,11943,"Colossus (Mdm) (MPU4, set 3)"
m4colossc,11943,"Colossus (Mdm) (MPU4, set 4)"
m4colossd,11943,"Colossus (Mdm) (MPU4, set 5)"
m4colosse,11943,"Colossus (Mdm) (MPU4, set 6)"
m4colossf,11943,"Colossus (Mdm) (MPU4, set 7)"
m4colossg,11943,"Colossus (Mdm) (MPU4, set 8)"
m4coney,,Coney Island (Qps) (MPU4)
m4conn4,,Connect 4
m4copcsh,,Coppa Cash (Barcrest) (MPU4) (FC 2.0)
m4coscas,,Cosmic Casino (Barcrest) (MPU4) (set 1)
m4coscas__a,11954,Cosmic Casino (Barcrest) (MPU4) (set 2)
m4coscas__b,11954,Cosmic Casino (Barcrest) (MPU4) (set 3)
m4coscas__c,11954,Cosmic Casino (Barcrest) (MPU4) (set 4)
m4coscas__d,11954,Cosmic Casino (Barcrest) (MPU4) (set 5)
m4coscas__e,11954,Cosmic Casino (Barcrest) (MPU4) (set 6)
m4coscas__f,11954,Cosmic Casino (Barcrest) (MPU4) (set 7)
m4coscas__g,11954,Cosmic Casino (Barcrest) (MPU4) (set 8)
m4coscas__h,11954,Cosmic Casino (Barcrest) (MPU4) (set 9)
m4coscas__i,11954,Cosmic Casino (Barcrest) (MPU4) (set 10)
m4coscas__j,11954,Cosmic Casino (Barcrest) (MPU4) (set 11)
m4coscas__k,11954,Cosmic Casino (Barcrest) (MPU4) (set 12)
m4coscas__l,11954,Cosmic Casino (Barcrest) (MPU4) (set 13)
m4coscas__m,11954,Cosmic Casino (Barcrest) (MPU4) (set 14)
m4coscas__n,11954,Cosmic Casino (Barcrest) (MPU4) (set 15)
m4coscas__o,11954,Cosmic Casino (Barcrest) (MPU4) (set 16)
m4coscas__p,11954,Cosmic Casino (Barcrest) (MPU4) (set 17)
m4coscas__q,11954,Cosmic Casino (Barcrest) (MPU4) (set 18)
m4coscas__r,11954,Cosmic Casino (Barcrest) (MPU4) (set 19)
m4coscas__s,11954,Cosmic Casino (Barcrest) (MPU4) (set 20)
m4coscas__t,11954,Cosmic Casino (Barcrest) (MPU4) (set 21)
m4coscas__u,11954,Cosmic Casino (Barcrest) (MPU4) (set 22)
m4coscas__v,11954,Cosmic Casino (Barcrest) (MPU4) (set 23)
m4cpfinl,,Cup Final (Bwb) (MPU4) (set 1)
m4cpfinl__a,11977,Cup Final (Bwb) (MPU4) (set 2)
m4cpfinl__b,11977,Cup Final (Bwb) (MPU4) (set 3)
m4cpfinl__c,11977,Cup Final (Bwb) (MPU4) (set 4)
m4cpfinl__d,11977,Cup Final (Bwb) (MPU4) (set 5)
m4cpfinl__e,11977,Cup Final (Bwb) (MPU4) (set 6)
m4cpfinl__f,11977,Cup Final (Bwb) (MPU4) (set 7)
m4cpfinl__g,11977,Cup Final (Bwb) (MPU4) (set 8)
m4cpfinl__h,11977,Cup Final (Bwb) (MPU4) (set 9)
m4cpfinl__i,11977,Cup Final (Bwb) (MPU4) (set 10)
m4cpfinl__j,11977,Cup Final (Bwb) (MPU4) (set 11)
m4cpfinl__k,11977,Cup Final (Bwb) (MPU4) (set 12)
m4cpycat,,Copy Cat (Barcrest) (MPU4) (set 1)
m4cpycat__0,11989,Copy Cat (Barcrest) (MPU4) (set 28)
m4cpycat__1,11989,Copy Cat (Barcrest) (MPU4) (set 29)
m4cpycat__2,11989,Copy Cat (Barcrest) (MPU4) (set 30)
m4cpycat__3,11989,Copy Cat (Barcrest) (MPU4) (set 31)
m4cpycat__4,11989,Copy Cat (Barcrest) (MPU4) (set 32)
m4cpycat__5,11989,Copy Cat (Barcrest) (MPU4) (set 33)
m4cpycat__6,11989,Copy Cat (Barcrest) (MPU4) (set 34)
m4cpycat__7,11989,Copy Cat (Barcrest) (MPU4) (set 35)
m4cpycat__8,11989,Copy Cat (Barcrest) (MPU4) (set 36)
m4cpycat__a,11989,Copy Cat (Barcrest) (MPU4) (set 2)
m4cpycat__b,11989,Copy Cat (Barcrest) (MPU4) (set 3)
m4cpycat__c,11989,Copy Cat (Barcrest) (MPU4) (set 4)
m4cpycat__d,11989,Copy Cat (Barcrest) (MPU4) (set 5)
m4cpycat__e,11989,Copy Cat (Barcrest) (MPU4) (set 6)
m4cpycat__f,11989,Copy Cat (Barcrest) (MPU4) (set 7)
m4cpycat__g,11989,Copy Cat (Barcrest) (MPU4) (set 8)
m4cpycat__h,11989,Copy Cat (Barcrest) (MPU4) (set 9)
m4cpycat__i,11989,Copy Cat (Barcrest) (MPU4) (set 10)
m4cpycat__j,11989,Copy Cat (Barcrest) (MPU4) (set 11)
m4cpycat__k,11989,Copy Cat (Barcrest) (MPU4) (set 12)
m4cpycat__l,11989,Copy Cat (Barcrest) (MPU4) (set 13)
m4cpycat__m,11989,Copy Cat (Barcrest) (MPU4) (set 14)
m4cpycat__n,11989,Copy Cat (Barcrest) (MPU4) (set 15)
m4cpycat__o,11989,Copy Cat (Barcrest) (MPU4) (set 16)
m4cpycat__p,11989,Copy Cat (Barcrest) (MPU4) (set 17)
m4cpycat__q,11989,Copy Cat (Barcrest) (MPU4) (set 18)
m4cpycat__r,11989,Copy Cat (Barcrest) (MPU4) (set 19)
m4cpycat__s,11989,Copy Cat (Barcrest) (MPU4) (set 20)
m4cpycat__t,11989,Copy Cat (Barcrest) (MPU4) (set 21)
m4cpycat__u,11989,Copy Cat (Barcrest) (MPU4) (set 22)
m4cpycat__v,11989,Copy Cat (Barcrest) (MPU4) (set 23)
m4cpycat__w,11989,Copy Cat (Barcrest) (MPU4) (set 24)
m4cpycat__x,11989,Copy Cat (Barcrest) (MPU4) (set 25)
m4cpycat__y,11989,Copy Cat (Barcrest) (MPU4) (set 26)
m4cpycat__z,11989,Copy Cat (Barcrest) (MPU4) (set 27)
m4crdome,,Crystal Dome (Barcrest) (MPU4) (set 1)
m4crdome__a,12025,Crystal Dome (Barcrest) (MPU4) (set 2)
m4crdome__b,12025,Crystal Dome (Barcrest) (MPU4) (set 3)
m4crdome__c,12025,Crystal Dome (Barcrest) (MPU4) (set 4)
m4crdome__d,12025,Crystal Dome (Barcrest) (MPU4) (set 5)
m4crdome__e,12025,Crystal Dome (Barcrest) (MPU4) (set 6)
m4crdome__f,12025,Crystal Dome (Barcrest) (MPU4) (set 7)
m4crdome__g,12025,Crystal Dome (Barcrest) (MPU4) (set 8)
m4crdome__h,12025,Crystal Dome (Barcrest) (MPU4) (set 9)
m4crdome__i,12025,Crystal Dome (Barcrest) (MPU4) (set 10)
m4crdome__j,12025,Crystal Dome (Barcrest) (MPU4) (set 11)
m4crdome__k,12025,Crystal Dome (Barcrest) (MPU4) (set 12)
m4crdome__l,12025,Crystal Dome (Barcrest) (MPU4) (set 13)
m4crdome__m,12025,Crystal Dome (Barcrest) (MPU4) (set 14)
m4crdome__n,12025,Crystal Dome (Barcrest) (MPU4) (set 15)
m4crfire,,"Crossfire (Empire) (MPU4, set 1)"
m4crfirea,12040,"Crossfire (Empire) (MPU4, set 2)"
m4crjwl,,Crown Jewels Club (Barcrest) (MPU4) (set 1)
m4crjwl2,,Crown Jewels Mk II Club (Barcrest) (MPU4) (set 1)
m4crjwl2a,12043,Crown Jewels Mk II Club (Barcrest) (MPU4) (set 2)
m4crjwl2b,12043,Crown Jewels Mk II Club (Barcrest) (MPU4) (set 3)
m4crjwla,12042,Crown Jewels Club (Barcrest) (MPU4) (set 2)
m4crjwlb,12042,Crown Jewels Club (Barcrest) (MPU4) (set 3)
m4crjwlc,12042,Crown Jewels Club (Barcrest) (MPU4) (set 4)
m4crkpot,,"Crackpot 100 Club (Barcrest) (MPU4) (set 1, C1P 1.2)"
m4crkpota,12049,"Crackpot 100 Club (Barcrest) (MPU4) (set 2, CP 3.8)"
m4crkpotb,12049,"Crackpot 100 Club (Barcrest) (MPU4) (set 3, CP 3.1)"
m4crmaze,,Crystal Maze (Barcrest) (MPU4) (CRM 3.0)
m4crmaze__c,12052,Crystal Maze (Barcrest) (MPU4) (CRM 2.3)
m4crmaze__d,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0AD)
m4crmaze__e,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0B)
m4crmaze__f,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0BD)
m4crmaze__g,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0C)
m4crmaze__h,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0D)
m4crmaze__i,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0KD)
m4crmaze__j,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0YD)
m4crmaze__k,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0K)
m4crmaze__l,12052,Crystal Maze (Barcrest) (MPU4) (CRM 3.0Y)
m4crmaze__m,12052,"Crystal Maze (Barcrest) (MPU4) (CRM 3.0, hack?)"
m4crmaze__n,12052,"Crystal Maze (Bwb / Barcrest) (MPU4) (CRC 0.7, hack?)"
m4crmaze__o,12052,"Crystal Maze (Bwb / Barcrest) (MPU4) (CR5 1.0, hack?)"
m4crmaze__p,12052,"Crystal Maze (Bwb / Barcrest) (MPU4) (CRC 1.3, hack?)"
m4crmaze__q,12052,"Crystal Maze (Bwb / Barcrest) (MPU4) (CR5 2.0, hack?, set 1)"
m4crmaze__r,12052,"Crystal Maze (Bwb / Barcrest) (MPU4) (CR5 2.0, hack?, set 2)"
m4crmaze__s,12052,"Crystal Maze (Bwb / Barcrest) (MPU4) (CR8 1.2, hack?)"
m4crzbn,,Crazy Bingo (Union) (MPU4)
m4crzcap,,"Crazy Capers (Empire) (MPU4, set 1)"
m4crzcapa,12071,"Crazy Capers (Empire) (MPU4, set 2)"
m4crzcapb,12071,"Crazy Capers (Empire) (MPU4, set 3)"
m4crzcapc,12071,"Crazy Capers (Empire) (MPU4, set 4)"
m4crzcav,,Crazy Cavern (Nova) (MPU4)
m4crzcl,,Crazy Climber Club (Crystal) (MPU4) (set 1)
m4crzcla,12076,Crazy Climber Club (Crystal) (MPU4) (set 2)
m4crzclb,12076,Crazy Climber Club (Crystal) (MPU4) (set 3)
m4crzclc,12076,Crazy Climber Club (Crystal) (MPU4) (set 4)
m4crzcld,12076,Crazy Climber Club (Crystal) (MPU4) (set 5)
m4crzcsn,,Crazy Casino (Nova) (MPU4)
m4crzjk,,Crazy Jokers (Nova?) (MPU4)
m4crzjwl,,Crown Jewels (Barcrest) (German) (MPU4) (set 1)
m4crzjwla,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 2)
m4crzjwlb,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 3)
m4crzjwlc,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 4)
m4crzjwld,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 5)
m4crzjwle,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 6)
m4crzjwlf,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 7)
m4crzjwlg,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 8)
m4crzjwlh,12083,Crown Jewels (Barcrest) (German) (MPU4) (set 9)
m4cshenc,,Cash Encounters (Barcrest) (MPU4) (set 1)
m4cshenc__a,12092,Cash Encounters (Barcrest) (MPU4) (set 2)
m4cshenc__b,12092,Cash Encounters (Barcrest) (MPU4) (set 3)
m4cshenc__c,12092,Cash Encounters (Barcrest) (MPU4) (set 4)
m4cshenc__d,12092,Cash Encounters (Barcrest) (MPU4) (set 5)
m4cshino,,Cashino Deluxe (Pcp) (MPU4)
m4csoc,,Championship Soccer (Bwb) (MPU4) (set 1)
m4csoc__a,12098,Championship Soccer (Bwb) (MPU4) (set 2)
m4csoc__b,12098,Championship Soccer (Bwb) (MPU4) (set 3)
m4csoc__c,12098,Championship Soccer (Bwb) (MPU4) (set 4)
m4csoc__d,12098,Championship Soccer (Bwb) (MPU4) (set 5)
m4csoc__e,12098,Championship Soccer (Bwb) (MPU4) (set 6)
m4csoc__f,12098,Championship Soccer (Bwb) (MPU4) (set 7)
m4csoc__g,12098,Championship Soccer (Bwb) (MPU4) (set 8)
m4csoc__h,12098,Championship Soccer (Bwb) (MPU4) (set 9)
m4csoc__i,12098,Championship Soccer (Bwb) (MPU4) (set 10)
m4csoc__j,12098,Championship Soccer (Bwb) (MPU4) (set 11)
m4cstrik,,"Cash Strike (Empire) (MPU4, set 1)"
m4cstrika,12109,"Cash Strike (Empire) (MPU4, set 2)"
m4cstrikb,12109,"Cash Strike (Empire) (MPU4, set 3)"
m4cstrikc,12109,"Cash Strike (Empire) (MPU4, set 4)"
m4ctn,,Tuppenny Nudger Classic (Mdm?) (MPU4)
m4cwalk,,Cake Walk (Union) (MPU4)
m4czne,,Cash Zone (Bwb) (MPU4)
m4danced,,Dancing Diamonds (Bwb) (MPU4) (set 1)
m4danced__a,12116,Dancing Diamonds (Bwb) (MPU4) (set 2)
m4danced__b,12116,Dancing Diamonds (Bwb) (MPU4) (set 3)
m4danced__c,12116,Dancing Diamonds (Bwb) (MPU4) (set 4)
m4danced__d,12116,Dancing Diamonds (Bwb) (MPU4) (set 5)
m4danced__e,12116,Dancing Diamonds (Bwb) (MPU4) (set 6)
m4danced__f,12116,Dancing Diamonds (Bwb) (MPU4) (set 7)
m4danced__g,12116,Dancing Diamonds (Bwb) (MPU4) (set 8)
m4danced__h,12116,Dancing Diamonds (Bwb) (MPU4) (set 9)
m4danced__i,12116,Dancing Diamonds (Bwb) (MPU4) (set 10)
m4danced__j,12116,Dancing Diamonds (Bwb) (MPU4) (set 11)
m4danced__k,12116,Dancing Diamonds (Bwb) (MPU4) (set 12)
m4danced__l,12116,Dancing Diamonds (Bwb) (MPU4) (set 13)
m4danced__m,12116,Dancing Diamonds (Bwb) (MPU4) (set 14)
m4danced__n,12116,Dancing Diamonds (Bwb) (MPU4) (set 15)
m4danced__o,12116,Dancing Diamonds (Bwb) (MPU4) (set 16)
m4danced__p,12116,Dancing Diamonds (Bwb) (MPU4) (set 17)
m4danced__q,12116,Dancing Diamonds (Bwb) (MPU4) (set 18)
m4danced__r,12116,Dancing Diamonds (Bwb) (MPU4) (set 19)
m4danced__s,12116,Dancing Diamonds (Bwb) (MPU4) (set 20)
m4danced__t,12116,Dancing Diamonds (Bwb) (MPU4) (set 21)
m4danced__u,12116,Dancing Diamonds (Bwb) (MPU4) (set 22)
m4danced__v,12116,Dancing Diamonds (Bwb) (MPU4) (set 23)
m4danced__w,12116,Dancing Diamonds (Bwb) (MPU4) (set 24)
m4daytn,,Daytona (Bwb) (MPU4) (set 1)
m4daytn__a,12140,Daytona (Bwb) (MPU4) (set 2)
m4daytn__b,12140,Daytona (Bwb) (MPU4) (set 3)
m4daytn__c,12140,Daytona (Bwb) (MPU4) (set 4)
m4daytn__d,12140,Daytona (Bwb) (MPU4) (set 5)
m4daytn__e,12140,Daytona (Bwb) (MPU4) (set 6)
m4daytn__f,12140,Daytona (Bwb) (MPU4) (set 7)
m4daytn__g,12140,Daytona (Bwb) (MPU4) (set 8)
m4daytn__h,12140,Daytona (Bwb) (MPU4) (set 9)
m4daytn__i,12140,Daytona (Bwb) (MPU4) (set 10)
m4daytn__j,12140,Daytona (Bwb) (MPU4) (set 11)
m4daytn__k,12140,Daytona (Bwb) (MPU4) (set 12)
m4daytn__l,12140,Daytona (Bwb) (MPU4) (set 13)
m4daytn__m,12140,Daytona (Bwb) (MPU4) (set 14)
m4daytn__n,12140,Daytona (Bwb) (MPU4) (set 15)
m4dbl9,,Double 9's (Barcrest) (MPU4) (set 1)
m4dbl9a,12155,Double 9's (Barcrest) (MPU4) (set 2)
m4dblchn,,Double Chance (DJE) (MPU4)
m4dbldm,,Double Diamond Club (Barcrest) (MPU4) (set 1)
m4dbldm__a,12158,Double Diamond Club (Barcrest) (MPU4) (set 2)
m4dbldm__b,12158,Double Diamond Club (Barcrest) (MPU4) (set 3)
m4dbldm__c,12158,Double Diamond Club (Barcrest) (MPU4) (set 4)
m4dblup,,Double Up (Barcrest) (MPU4) (DU 1.5)
m4dcrls,,Double Crazy Reels (Qps) (MPU4) (set 1)
m4dcrls__a,12163,Double Crazy Reels (Qps) (MPU4) (set 2)
m4dcrls__b,12163,Double Crazy Reels (Qps) (MPU4) (set 3)
m4dcrls__c,12163,Double Crazy Reels (Qps) (MPU4) (set 4)
m4dcrls__d,12163,Double Crazy Reels (Qps) (MPU4) (set 5)
m4dcrls__e,12163,Double Crazy Reels (Qps) (MPU4) (set 6)
m4dcrls__f,12163,Double Crazy Reels (Qps) (MPU4) (set 7)
m4dcrls__g,12163,Double Crazy Reels (Qps) (MPU4) (set 8)
m4dcrls__h,12163,Double Crazy Reels (Qps) (MPU4) (set 9)
m4dcrls__i,12163,Double Crazy Reels (Qps) (MPU4) (set 10)
m4dcrls__j,12163,Double Crazy Reels (Qps) (MPU4) (set 11)
m4dcrls__k,12163,Double Crazy Reels (Qps) (MPU4) (set 12)
m4dcrls__l,12163,Double Crazy Reels (Qps) (MPU4) (set 13)
m4dcrls__m,12163,Double Crazy Reels (Qps) (MPU4) (set 14)
m4dcrls__n,12163,Double Crazy Reels (Qps) (MPU4) (set 15)
m4dcrls__o,12163,Double Crazy Reels (Qps) (MPU4) (set 16)
m4dcrls__p,12163,Double Crazy Reels (Qps) (MPU4) (set 17)
m4dcrls__q,12163,Double Crazy Reels (Qps) (MPU4) (set 18)
m4dcrls__r,12163,Double Crazy Reels (Qps) (MPU4) (set 19)
m4ddb,,Ding Dong Bells (Coinworld) (MPU4) (set 1)
m4ddba,12182,Ding Dong Bells (Coinworld) (MPU4) (set 2)
m4denmen,,Dennis The Menace (Barcrest) (MPU4) (DEN 1.2)
m4denmen_h1,12184,"Dennis The Menace (Barcrest) (MPU4) (DMT 0.1, hack?)"
m4denmen_h2,12184,"Dennis The Menace (Barcrest) (MPU4) (V1 0.1, hack, set 1)"
m4denmen_h3,12184,"Dennis The Menace (Barcrest) (MPU4) (V1 0.1, hack, set 2)"
m4denmend5,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1))
m4denmend5ad,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1AD)
m4denmend5b,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1B)
m4denmend5bd,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1BD)
m4denmend5d,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1D)
m4denmend5k,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1K)
m4denmend5kd,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1KD)
m4denmend5y,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1Y)
m4denmend5yd,12184,Dennis The Menace (Barcrest) (MPU4) (DM5 0.1YD)
m4denmend8,12184,Dennis The Menace (Barcrest) (MPU4) (DM8 0.1)
m4denmend8c,12184,Dennis The Menace (Barcrest) (MPU4) (DM8 0.1C)
m4denmend8d,12184,Dennis The Menace (Barcrest) (MPU4) (DM8 0.1D)
m4denmend8k,12184,Dennis The Menace (Barcrest) (MPU4) (DM8 0.1K)
m4denmend8y,12184,Dennis The Menace (Barcrest) (MPU4) (DM8 0.1Y)
m4denmend8yd,12184,Dennis The Menace (Barcrest) (MPU4) (DM8 0.1YD)
m4denmendnb,12184,Dennis The Menace (Barcrest) (MPU4) (DEN 1.2B)
m4denmendnc,12184,Dennis The Menace (Barcrest) (MPU4) (DEN 1.2C)
m4denmendnd,12184,Dennis The Menace (Barcrest) (MPU4) (DEN 1.2D)
m4denmendnk,12184,Dennis The Menace (Barcrest) (MPU4) (DEN 1.2K)
m4denmendny,12184,Dennis The Menace (Barcrest) (MPU4) (DEN 1.2Y)
m4denmendt,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1)
m4denmendtad,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1AD)
m4denmendtb,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1B)
m4denmendtbd,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1BD)
m4denmendtd,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1D)
m4denmendtk,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1K)
m4denmendtkd,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1KD)
m4denmendty,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1Y)
m4denmendtyd,12184,Dennis The Menace (Barcrest) (MPU4) (DMT 0.1YD)
m4dnj,,Double Nudge (unknown) (MPU4) (set 1)
m4dnja,12217,Double Nudge (unknown) (MPU4) (set 2)
m4dnjb,12217,Double Nudge (unknown) (MPU4) (set 3)
m4drac,,Dracula (Barcrest - Nova) (German) (MPU4) (set 1)
m4draca,12220,Dracula (Barcrest - Nova) (German) (MPU4) (set 2)
m4dracb,12220,Dracula (Barcrest - Nova) (German) (MPU4) (set 3)
m4dragon,,Dragon (Nova) (MPU4)
m4dtyfre,,Duty Free (Barcrest) (MPU4) (DUT 0.4)
m4dtyfre_h1,12224,"Duty Free (Bwb / Barcrest) (MPU4) (DF4 4.1, hack?)"
m4dtyfre_h2,12224,"Duty Free (Barcrest) (MPU4) (DFT 0.1, hack?)"
m4dtyfrebwb,12224,"Duty Free (Bwb / Barcrest) (MPU4) (DF10 4.3, set 1)"
m4dtyfrebwb_a,12224,"Duty Free (Bwb / Barcrest) (MPU4) (DF10 4.3, set 2)"
m4dtyfrebwb_b,12224,Duty Free (Bwb / Barcrest) (MPU4) (DF8 4.2)
m4dtyfrebwb_c,12224,"Duty Free (Bwb / Barcrest) (MPU4) (DF8 2.2, set 1)"
m4dtyfrebwb_d,12224,"Duty Free (Bwb / Barcrest) (MPU4) (DF8 2.2, set 2)"
m4dtyfrebwb_e,12224,Duty Free (Bwb / Barcrest) (MPU4) (DF4 4.1)
m4dtyfrebwb_f,12224,Duty Free (Bwb / Barcrest) (MPU4) (DF4 2.1)
m4dtyfrebwb_g,12224,Duty Free (Bwb / Barcrest) (MPU4) (DF4 1.1)
m4dtyfrebwb_h,12224,Duty Free (Bwb / Barcrest) (MPU4) (DFC 2.3)
m4dtyfref5,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3)
m4dtyfref5ad,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3AD)
m4dtyfref5b,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3B)
m4dtyfref5bd,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3BD)
m4dtyfref5d,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3D)
m4dtyfref5k,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3K)
m4dtyfref5kd,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3KD)
m4dtyfref5r,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3R)
m4dtyfref5rd,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3RD)
m4dtyfref5y,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3Y)
m4dtyfref5yd,12224,Duty Free (Barcrest) (MPU4) (DF5 0.3YD)
m4dtyfref8,12224,Duty Free (Barcrest) (MPU4) (DF8 0.1)
m4dtyfref8c,12224,Duty Free (Barcrest) (MPU4) (DF8 0.1C)
m4dtyfref8d,12224,Duty Free (Barcrest) (MPU4) (DF8 0.1D)
m4dtyfref8k,12224,Duty Free (Barcrest) (MPU4) (DF8 0.1K)
m4dtyfref8y,12224,Duty Free (Barcrest) (MPU4) (DF8 0.1Y)
m4dtyfref8yd,12224,Duty Free (Barcrest) (MPU4) (DF8 0.1YD)
m4dtyfreft,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1)
m4dtyfreftad,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1AD)
m4dtyfreftb,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1B)
m4dtyfreftbd,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1BD)
m4dtyfreftd,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1D)
m4dtyfreftk,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1K)
m4dtyfreftkd,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1KD)
m4dtyfrefty,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1Y)
m4dtyfreftyd,12224,Duty Free (Barcrest) (MPU4) (DFT 0.1YD)
m4dtyfreutb,12224,Duty Free (Barcrest) (MPU4) (DUT 0.4B)
m4dtyfreutc,12224,Duty Free (Barcrest) (MPU4) (DUT 0.4C)
m4dtyfrexd,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2)
m4dtyfrexd_a,12224,Duty Free (Barcrest) (MPU4) (XD5 0.1)
m4dtyfrexdad,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2AD)
m4dtyfrexdb,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2B)
m4dtyfrexdbd,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2BD)
m4dtyfrexdc,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2C)
m4dtyfrexdd,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2D)
m4dtyfrexdk,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2K)
m4dtyfrexdkd,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2KD)
m4dtyfrexdr,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2R)
m4dtyfrexdrd,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2RD)
m4dtyfrexdy,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2Y)
m4dtyfrexdyd,12224,Duty Free (Barcrest) (MPU4) (XD5 0.2YD)
m4dtyfrexf,12224,Duty Free (Barcrest) (MPU4) (XFT 0.1)
m4dtyfrexfad,12224,Duty Free (Barcrest) (MPU4) (XFT 0.1AD)
m4dtyfrexfb,12224,Duty Free (Barcrest) (MPU4) (XFT 0.1B)
m4dtyfrexfbd,12224,Duty Free (Barcrest) (MPU4) (XFT 0.1BD)
m4dtyfrexfc,12224,Duty Free (Barcrest) (MPU4) (XFT 0.1C)
m4dtyfrexfd,12224,Duty Free (Barcrest) (MPU4) (XFT 0.1D)
