name,cloneOf,description
cotton,,Cotton (Japan)
cottona,2565,Cotton
ddcrew,,"D. D. Crew (US, 4 Player, 317-0186)"
dunkshot,,"Dunk Shot (Rev C, FD1089A 317-0022)"
dunkshota,2568,"Dunk Shot (Rev A, FD1089A 317-0022)"
dunkshoto,2568,Dunk Shot (FD1089A 317-0022)
defense,2628,"Defense (System 16B, FD1089A 317-0028)"
sdib,2628,"SDI - Strategic Defense Initiative (System 16B, FD1089A 317-0028)"
sjryuko,2628,"Sukeban Jansi Ryuko (set 2, System 16B, FD1089B 317-5021)"
exctleag,,Excite League
lghost,,Laser Ghost
loffire,,Line of Fire / Bakudan Yarou (World) (bootleg of FD1094 317-0136 set)
mvp,,MVP
ryukyu,,Ryukyu
suprleag,,Super League
thndrbld,,Thunder Blade (upright) (bootleg of FD1094 317-0056 set)
thndrbld1,2580,Thunder Blade (deluxe/standing) (unprotected)
abcop,,A.B. Cop (World) (bootleg of FD1094 317-0169b set)
aburner,2584,After Burner (Japan)
aburner2,,After Burner II
afightera,2562,Action Fighter (unprotected)
alexkidd1,2531,"Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021)"
aliensyn,,Alien Syndrome (set 1)
altbeas2,2589,Altered Beast (Version 2)
altbeast,,Altered Beast (Version 1)
astormbl,2535,Alien Storm (bootleg)
atomicp,,Atomic Point (Korea)
snapper,,Snapper (Korea)
dfjail,,The Destroyer From Jail (Korea)
aurail,,"Aurail (set 3, US) (unprotected)"
aurail1d,2594,"Aurail (set 2, World) (unprotected of FD1089B 317-0168 set)"
aurailjd,2594,"Aurail (set 1, Japan) (unprotected of FD1089A 317-0167 set)"
bayroute,,Bay Route (set 1)
cottond,2565,"Cotton (set 4, World) (unprotected of FD1094 317-0181a set)"
bulletd,,Bullet (unprotected of FD1094 317-0041 set)
bodyslam,,Body Slam
dduxbl,,Dynamite Dux (bootleg)
dumpmtmt,2600,Dump Matsumoto (Japan)
endurob2,2542,Enduro Racer (bootleg set 2)
endurobl,2542,Enduro Racer (bootleg set 1)
eswatbl,2543,E-Swat - Cyber Police (bootleg)
fantzone,,Fantasy Zone (Japan New Ver.)
fantzono,2606,Fantasy Zone (Old Ver.)
fpointbl,2544,"Flash Point (World, bootleg)"
fpointbj,2544,"Flash Point (Japan, bootleg)"
goldnabl,2612,Golden Axe (bootleg)
goldnaxa,2612,"Golden Axe (set 6, US) (8751 317-123A)"
goldnaxe,,Golden Axe (Version 1)
hangon,,Hang-On
hwchamp,,Heavyweight Champ
mjleague,,Major League
moonwlkb,2549,Michael Jackson's Moonwalker (bootleg)
outrun,,Out Run (set 1)
outruna,2617,Out Run (set 2)
outrunb,2617,Out Run (set 3)
passht4b,2551,Passing Shot (4 Players) (bootleg)
passshtb,2551,Passing Shot (2 Players) (bootleg)
quartet,,"Quartet (Rev A, 8751 315-5194)"
quartet2,2622,Quartet 2 (8751 317-0010)
quartt2j,2622,Quartet 2 (unprotected)
quartetj,2622,Quartet (8751 315-5194)
rachero,,Racing Hero (bootleg of FD1094 317-0144 set)
riotcity,,Riot City
sdi,,SDI - Strategic Defense Initiative
shangonb,2553,Super Hang-On (bootleg)
sharrier,,Space Harrier
shdancbl,2632,Shadow Dancer (bootleg)
shdancer,,Shadow Dancer (US)
shdancrj,2632,Shadow Dancer (Japan)
shdancrb,2632,Shadow Dancer (Rev.B)
shinobi,,Shinobi (set 1)
shinobl,2635,Shinobi (bootleg)
smgp,,"Super Monaco GP (World, Rev B) (bootleg of FD1094 317-0126a set)"
sonicbom,,Sonic Boom
tetrisbl,2556,Tetris (Sega bootleg)
timscanr,,Time Scanner
toryumon,,Toryumon
toutrun,,Turbo Out Run (Out Run upgrade) (bootleg of FD1094 317-0118 set)
toutrun3,2642,Turbo Out Run (cockpit) (bootleg of FD1094 317-0107 set)
tturf,,Tough Turf (Japan)
tturfbl,2644,Tough Turf (bootleg)
tturfu,2644,Tough Turf (US)
wb3,,Wonder Boy III - Monster Lair (set 1)
wb3bl,2647,Wonder Boy III - Monster Lair (bootleg)
wrestwar,,Wrestle War
fantzn2x,,Fantasy Zone II - The Tears of Opa-Opa (System 16C version)
cencourt,2551,Center Court (prototype)
passshtjd,2551,"Passing Shot (Japan, 4 Players) (bootleg of FD1094 317-0070 set)"
hotrod,,Hot Rod (turbo 3 player)
bnzabros,,Bonanza Bros
dcclub,,Dynamic Country Club
mahmajn,,Tokoro San no MahMahjan
qgh,,Quiz Ghost Hunter
quizmeku,,Quiz Mekurumeku Story
qrouka,,Quiz Rouka Ni Tattenasai
mahmajn2,,Tokoro San no MahMahjan 2
sspirits,,Scramble Spirits
sgmast,,Super Masters Golf
qsww,,Quiz Syukudai wo Wasuremashita
gground,,Gain Ground
crkdown,,Crackdown
holo,,Holosseum
svf,,Super Visual Football - European Sega Cup
svs,2667,Super Visual Soccer - Sega Cup (US)
jleague,2667,The J.League 1994 (Japan)
brival,,Burning Rival (Japan)
radm,,Rad Mobile
radr,,Rad Rally
f1en,,F1 Exhaust Note
alien3,,Alien3: The Gun
sonic,,Segasonic the Hedgehog (Japan rev. C)
sonicp,2675,Segasonic the Hedgehog (Japan prototype)
jpark,,Jurassic Park
ga2,,Golden Axe - The Revenge of Death Adder (US)
ga2j,2678,Golden Axe - The Revenge of Death Adder (Japan)
spidey,,Spider-Man: The Videogame (US)
spideyj,2680,Spider-Man: The Videogame (World)
arabfgt,,Arabian Fight
arescue,,Air Rescue
f1lap,,F1 Super Lap (World)
f1lapj,2684,F1 Super Lap (Japan)
dbzvrvs,,Dragon Ball Z V.R.V.S.
darkedge,,Dark Edge
slipstrm,,Slipstream (Brazil)
slipstrh,2688,Slipstream (Hispanic)
orunners,,Outrunners (US)
harddunk,,Hard Dunk (World)
harddunj,2691,Hard Dunk (Japan)
titlef,,Title Fight (World)
scross,,Stadium Cross (World)
astrass,,Astra SuperStars
bakubaku,,Baku Baku Animal
colmns97,,Columns 97
cotton2,,Cotton 2
cottonbm,,Cotton Boomerang
decathlt,,Decathlete
diehard,,Die Hard Arcade (US)
dnmtdeka,2701,Dynamite Deka (Japan)
ejihon,,Ejihon Tantei Jimusyo
elandore,,Fighting Dragon Legend Elan Doree
ffreveng,,Final Fight Revenge
fhboxers,,Funky Head Boxers
findlove,,Find Love
finlarch,2728,Final Arch (Japan)
gaxeduel,,Golden Axe - The Duel
grdforce,,Guardian Force
groovef,,Power Instinct 3 - Groove On Fight
hanagumi,,Hanagumi Taisen Columns - Sakura Wars
introdon,,Karaoke Quiz Intro Don Don!
kiwames,,Pro Mahjong Kiwame S
maruchan,,Maru-Chan de Goo!
myfairld,,Virtual Mahjong 2 - My Fair Lady
othellos,,Othello Shiyouyo
pblbeach,,Pebble Beach - The Great Shot
prikura,,Princess Clara Daisakusen
puyosun,,Puyo Puyo Sun
rsgun,,Radiant Silvergun
sandor,,Sando-R
thunt,2722,Treasure Hunt
sassisu,,Taisen Tanto-R Sashissu!!
seabass,,Sea Bass Fishing
shanhigw,,Shanghai - The Great Wall - Shanghai Triple Threat
shienryu,,Shienryu
sleague,,Super Major League (US)
sokyugrt,,Soukyugurentai - Terra Diver
sss,,Steep Slope Sliders
suikoenb,,Suikoenbu
twcup98,,Tecmo World Cup '98
vfkids,,Virtua Fighter Kids
vfremix,,Virtua Fighter Remix
vmahjong,,Virtual Mahjong
winterht,,Winter Heat
znpwfv,,Zen Nippon Pro-Wrestling Featuring Virtua
danchih,,Danchi de Hanafuda
mausuke,,Mausuke no Ojama the World
batmanfr,,Batman Forever
sfish2,,Sport Fishing 2
sfish2j,2741,Sport Fishing 2 (Japan)
logicpro,,Logic Pro (Japan)
croquis,2743,Croquis (Germany)
karianx,,Karian Cross (Rev. 1.0)
logicpr2,,Logic Pro 2 (Japan)
bloxeedc,2563,Bloxeed (C System)
columns,,Columns (US)
columnsj,2748,Columns (Japan)
columns2,,Columns II - The Voyage Through Time (Japan)
ssonicbr,,"SegaSonic Bros (Japan, prototype)"
borench,,Borench
tfrceac,,ThunderForce AC
tfrceacj,2753,ThunderForce AC (Japan)
tfrceacb,2753,ThunderForce AC (bootleg)
tfrceacjpb,2753,"ThunderForce AC (Japan, prototype, bootleg)"
ribbit,,Ribbit!
tantr,,Puzzle &amp; Action: Tant-R (Japan)
tantrkor,2758,Puzzle &amp; Action: Tant-R (Korea)
tantrbl,2758,Puzzle &amp; Action: Tant-R (Japan) (bootleg set 1)
tantrbl2,2758,Puzzle &amp; Action: Tant-R (Japan) (bootleg set 2)
puyopuyo,,Puyo Puyo (Japan)
puyopuya,2762,Puyo Puyo (Japan) (Rev A)
puyopuyb,2762,Puyo Puyo (English) (bootleg)
ichir,,Puzzle &amp; Action: Ichidant-R (World)
ichirk,2765,Puzzle &amp; Action: Ichidant-R (Korea)
ichirj,2765,Puzzle &amp; Action: Ichidant-R (Japan)
ichirjbl,2765,Puzzle &amp; Action: Ichidant-R (Japan) (bootleg)
stkclmns,,Stack Columns (Japan)
puyopuy2,,Puyo Puyo 2 (Japan)
potopoto,,Poto Poto (Japan)
zunkyou,,Zunzunkyou No Yabou (Japan)
headonch,,"Head On Channel (Japan, prototype)"
ooparts,,"OOPArts (Japan, Prototype)"
pclubj,,Print Club (Japan Vol.1)
pclubjv2,2775,Print Club (Japan Vol.2)
pclubjv4,2775,Print Club (Japan Vol.4)
pclubjv5,2775,Print Club (Japan Vol.5)
puckpkmn,,Puckman Pockimon
jzth,,Juezhan Tianhuang
songjang,,Songjiangyanyi Final
shuifeng,,Shuihu Feng Yun Zhuan
sbubsm,,"Super Bubble Bobble (Sun Mixing, Megadrive clone hardware)"
barek3mb,,Bare Knuckle III (bootleg of Megadrive version)
aladmdb,,Aladdin (bootleg of Japanese Megadrive version)
barek2ch,,Bare Knuckle II (Chinese bootleg of Megadrive version)
sonic2mb,,Sonic The Hedgehog 2 (bootleg of Megadrive version)
sonic3mb,,Sonic The Hedgehog 3 (bootleg of Megadrive version)
jparkmb,,Jurassic Park (bootleg of Megadrive version)
twinktmb,,Twinkle Tale (bootleg of Megadrive version)
mt_beast,,MegaTech - Altered Beast
mt_shar2,,MegaTech - Space Harrier 2.
mt_stbld,,MegaTech - Super Thunder Blade
mt_ggolf,,MegaTech - Great Golf
mt_gsocr,,MegaTech - Great Soccer
mt_shnbi,,MegaTech - Shinobi
mt_aftrb,,MegaTech - Afterburner
mt_tfor2,,MegaTech - Thunder Force 2
mt_astro,,MegaTech - Astro Warrior
mt_lastb,,MegaTech - Last Battle.
mt_wcsoc,,MegaTech - World Cup Soccer
mt_tetri,,MegaTech - Tetris
mt_gng,,MegaTech - Ghouls and Ghosts
mt_gaxe,,MegaTech - Golden Axe
mt_mystd,,MegaTech - Mystic Defender
mt_revsh,,MegaTech - The Revenge Of Shinobi
mt_parlg,,MegaTech - Parlour Games
mt_tgolf,,MegaTech - Arnold Palmer Tournament Golf
mt_tlbba,,MegaTech - Tommy Lasorda Baseball
mt_eswat,,MegaTech - E-Swat
mt_smgp,,MegaTech - Super Monaco Grand Prix
mt_mwalk,,MegaTech - Moonwalker
mt_bbros,,MegaTech - Bonanza Bros.
mt_sonic,,MegaTech - Sonic the Hedgehog
mt_fshrk,,MegaTech - Fire Shark
mt_gaxe2,,MegaTech - Golden Axe 2
mt_kcham,,MegaTech - Kid Chameleon
mp_sonic,,Sonic The Hedgehog
mp_gaxe2,,Golden Axe II
mp_sor2,,Streets Of Rage II
mp_twc,,Tecmo World Cup
mp_soni2,,Sonic The Hedgehog 2
mp_bio,,Bio-Hazard Battle
mp_shnb3,,Shinobi III
mp_col3,,Columns III
lnc,,Lock'n'Chase
zoar,,Zoar
btime,,Burger Time (Data East set 1)
btime2,2828,Burger Time (Data East set 2)
btimem,2828,Burger Time (Midway)
cookrace,2828,Cook Race
wtennis,,World Tennis
brubber,,Burnin' Rubber
bnj,2833,Bump 'n' Jump
caractn,2833,Car Action
disco,,Disco No.1
discof,2836,Disco No.1 (Rev.F)
sdtennis,,Super Doubles Tennis
mmonkey,,Minky Monkey
ctsttape,,Cassette: Test Tape
chwy,,Cassette: Highway Chase
cmanhat,,Cassette: Manhattan
cterrani,,Cassette: Terranean
castfant,,Cassette: Astro Fantasia
csuperas,,Cassette: Super Astro Fighter
clocknch,,Cassette: Lock'n'Chase
cprogolf,,Cassette: Pro Golf
cluckypo,,Cassette: Lucky Poker
ctisland,,Cassette: Treasure Island (set 1)
ctislnd2,2849,Cassette: Treasure Island (set 2)
ctislnd3,2849,Cassette: Treasure Island (set 3)
cdiscon1,,Cassette: Disco No.1
csweetht,2852,Cassette: Sweet Heart
ctornado,,Cassette: Tornado
cmissnx,,Cassette: Mission-X
cptennis,,Cassette: Pro Tennis
cexplore,,Cassette: Explorer
cadanglr,,Cassette: Angler Dangler
cfishing,2858,Cassette: Fishing
cbtime,,Cassette: Burger Time
cburnrub,,Cassette: Burnin' Rubber (set 1)
cburnrb2,2861,Cassette: Burnin' Rubber (set 2)
cbnj,2861,Cassette: Bump N Jump
cgraplop,,Cassette: Graplop (aka Cluster Buster) (set 1)
cgraplp2,2864,Cassette: Graplop (aka Cluster Buster) (set 2)
clapapa,,Cassette: Rootin' Tootin' (aka La.Pa.Pa)
clapapa2,2866,Cassette: Rootin' Tootin'
cskater,,Cassette: Skater (Japan)
cnightst,,Cassette: Night Star (set 1)
cnights2,2869,Cassette: Night Star (set 2)
cprosocc,,Cassette: Pro Soccer
csdtenis,,Cassette: Super Doubles Tennis (Japan)
cprobowl,,Cassette: Pro Bowling
cscrtry,,Cassette: Scrum Try (set 1)
cscrtry2,2874,Cassette: Scrum Try (set 2)
cppicf,,Cassette: Peter Pepper's Ice Cream Factory (set 1)
cppicf2,2876,Cassette: Peter Pepper's Ice Cream Factory (set 2)
cfghtice,,Cassette: Fighting Ice Hockey
coozumou,,Cassette: Oozumou - The Grand Sumo (Japan)
cbdash,,Cassette: Boulder Dash
cflyball,,Cassette: Flying Ball[Q]
czeroize,,Cassette: Zeroize
madalien,,Mad Alien
astrof,,Astro Fighter (set 1)
astrof2,2884,Astro Fighter (set 2)
astrof3,2884,Astro Fighter (set 3)
tomahawk,,Tomahawk 777 (Revision 1)
tomahaw5,2887,Tomahawk 777 (Revision 5)
prosoccr,,Pro Soccer
prosport,,Prosport
boomrang,,Boomer Rang'r - Genesis
kamikcab,,Kamikaze Cabbie
liberate,,Liberation
liberatb,2893,Liberation (bootleg)
bwing,,B-Wings (Japan)
bwings,2895,Battle Wings
batwings,2895,Battle Wings (alt)
zaviga,,Zaviga
zavigaj,2898,Zaviga (Japan)
kchamp,,Karate Champ (US)
karatedo,2900,Karate Dou (Japan)
kchampvs,2900,Karate Champ (US VS version)
karatevs,2900,Taisen Karate Dou (Japan VS version)
compgolf,,Competition Golf Final Round (revision 3)
compglfo,2904,Competition Golf Final Round (old version)
tryout,,Pro Baseball Skill Tryout (Japan)
firetrap,,Fire Trap (US)
firetpbl,2907,Fire Trap (Japan bootleg)
metlclsh,,Metal Clash (Japan)
brkthru,,Break Thru (US)
brkthruj,2910,Kyohkoh-Toppa (Japan)
darwin,,Darwin 4078 (Japan)
shootout,,Shoot Out (US)
shootouj,2913,Shoot Out (Japan)
shootoub,2913,Shoot Out (Korean Bootleg)
sidepckt,,Side Pocket (World)
sidepctj,2916,Side Pocket (Japan)
sidepctb,2916,Side Pocket (bootleg)
exprraid,,Express Raider (US)
wexpress,2919,Western Express (World[Q])
wexpresb,2919,Western Express (bootleg set 1)
wexpresc,2919,Western Express (bootleg set 2)
pcktgal,,Pocket Gal (Japan)
pcktgalb,2923,Pocket Gal (bootleg)
pcktgal2,2923,Pocket Gal 2 (World[Q])
spool3,2923,Super Pool III (World[Q])
spool3i,2923,Super Pool III (I-Vics)
battlera,,Battle Rangers (World)
bldwolf,2928,Bloody Wolf (US)
actfancr,,Act-Fancer Cybernetick Hyper Weapon (World revision 2)
actfanc1,2930,Act-Fancer Cybernetick Hyper Weapon (World revision 1)
actfancj,2930,Act-Fancer Cybernetick Hyper Weapon (Japan revision 1)
triothep,,Trio The Punch - Never Forget Me... (Japan)
lastmisn,,Last Mission (US revision 6)
lastmsno,2934,Last Mission (US revision 5)
lastmsnj,2934,Last Mission (Japan)
shackled,,Shackled (US)
breywood,2937,Breywood (Japan revision 2)
csilver,,Captain Silver (Japan)
ghostb,,The Real Ghostbusters (US 2 Players)
ghostb3,2940,The Real Ghostbusters (US 3 Players)
meikyuh,2940,Meikyuu Hunter G (Japan)
srdarwin,,Super Real Darwin (World)
srdarwnj,2943,Super Real Darwin (Japan)
gondo,,Gondomania (US)
makyosen,2945,Makyou Senshi (Japan)
garyoret,,Garyo Retsuden (Japan)
cobracom,,Cobra-Command (World revision 5)
cobracmj,2948,Cobra-Command (Japan)
oscar,,Psycho-Nics Oscar (US)
oscarj,2950,Psycho-Nics Oscar (Japan revision 2)
oscarj1,2950,Psycho-Nics Oscar (Japan revision 1)
oscarj0,2950,Psycho-Nics Oscar (Japan revision 0)
karnov,,Karnov (US)
karnovj,2954,Karnov (Japan)
wndrplnt,,Wonder Planet (Japan)
chelnov,,Chelnov - Atomic Runner (World)
chelnovu,2957,Chelnov - Atomic Runner (US)
chelnovj,2957,Chelnov - Atomic Runner (Japan)
hbarrel,,Heavy Barrel (US)
hbarrelw,2960,Heavy Barrel (World)
baddudes,,Bad Dudes vs. Dragonninja (US)
drgninja,2962,Dragonninja (Japan)
birdtry,,Birdie Try (Japan)
robocop,,Robocop (World revision 4)
robocopw,2965,Robocop (World revision 3)
robocopj,2965,Robocop (Japan)
robocopu,2965,Robocop (US revision 1)
robocpu0,2965,Robocop (US revision 0)
robocopb,2965,Robocop (World bootleg)
hippodrm,,Hippodrome (US)
ffantasy,2971,Fighting Fantasy (Japan revision 2)
ffantasa,2971,Fighting Fantasy (Japan)
slyspy,,Sly Spy (US revision 3)
slyspy2,2974,Sly Spy (US revision 2)
secretag,2974,Secret Agent (World)
secretab,2974,Secret Agent (bootleg)
midres,,Midnight Resistance (World)
midresu,2978,Midnight Resistance (US)
midresj,2978,Midnight Resistance (Japan)
midresbj,2978,Midnight Resistance (joystick hack bootleg)
bouldash,,Boulder Dash - Boulder Dash Part 2 (World)
bouldshj,2982,Boulder Dash - Boulder Dash Part 2 (Japan)
stadhero,,Stadium Hero (Japan)
madmotor,,Mad Motor
vaportra,,Vapor Trail - Hyper Offence Formation (World revision 1)
vaportru,2986,Vapor Trail - Hyper Offence Formation (US)
kuhga,2986,Kuhga - Operation Code 'Vapor Trail' (Japan revision 3)
cbuster,,Crude Buster (World FX version)
cbusterw,2989,Crude Buster (World FU version)
cbusterj,2989,Crude Buster (Japan)
twocrude,2989,Two Crude (US)
darkseal,,Dark Seal (World revision 3)
darksea1,2993,Dark Seal (World revision 1)
darkseaj,2993,Dark Seal (Japan)
gatedoom,2993,Gate of Doom (US revision 4)
gatedom1,2993,Gate of Doom (US revision 1)
edrandy,,The Cliffhanger - Edward Randy (World revision 2)
edrandy1,2998,The Cliffhanger - Edward Randy (World revision 1)
edrandyj,2998,The Cliffhanger - Edward Randy (Japan)
supbtime,,Super Burger Time (World)
supbtimj,3001,Super Burger Time (Japan)
mutantf,,"Mutant Fighter (World Rev 4, EM-5)"
mutantfa,3003,"Mutant Fighter (World Rev 3, EM-4)"
deathbrd,3003,"Death Brade (Japan Rev 2, JM-3)"
cninja,,Caveman Ninja (World revision 3)
cninja0,3006,Caveman Ninja (World revision 0)
cninjau,3006,Caveman Ninja (US)
joemac,3006,Tatakae Genshizin Joe and Mac (Japan)
stoneage,3006,Stoneage
robocop2,,Robocop 2 (World)
robocp2u,3011,Robocop 2 (US)
robocp2j,3011,Robocop 2 (Japan)
thndzone,,Thunder Zone (World)
dassault,3014,Desert Assault (US)
dassaul4,3014,Desert Assault (US 4 Players)
chinatwn,,China Town (Japan)
rohga,,Rohga Armour Force (Asia-Europe v3.0)
rohgah,3018,Rohga Armour Force (Hong Kong v3.0)
rohgau,3018,Rohga Armour Force (US v1.0)
wolffang,3018,Wolf Fang -Kuhga 2001- (Japan)
captaven,,Captain America and The Avengers (Asia Rev 1.9)
captavna,3022,Captain America and The Avengers (Asia Rev 1.0)
captavne,3022,Captain America and The Avengers (UK Rev 1.4)
captavnu,3022,Captain America and The Avengers (US Rev 1.9)
captavuu,3022,Captain America and The Avengers (US Rev 1.6)
captavnj,3022,Captain America and The Avengers (Japan Rev 0.2)
tumblep,,Tumble Pop (World)
tumblepj,3028,Tumble Pop (Japan)
tumblepb,3028,Tumble Pop (bootleg set 1)
tumblep2,3028,Tumble Pop (bootleg set 2)
jumpkids,,Jump Kids
fncywld,,Fancy World - Earth of Crisis
magipur,,Magic Purple
suprtrio,,Super Trio
lemmings,,Lemmings (US Prototype)
dragngun,,Dragon Gun (US)
wizdfire,,Wizard Fire (US v1.1)
darksel2,3038,Dark Seal 2 (Japan v2.1)
funkyjet,,Funky Jet
nitrobal,,Nitro Ball (US)
dietgo,,Diet Go Go (Euro v1.1)
dietgoe,3042,"Diet Go Go (Euro v1.1,1992.08.04)"
dietgou,3042,Diet Go Go (USA v1.1)
dietgoj,3042,Diet Go Go (Japan v1.1)
pktgaldx,,Pocket Gal Deluxe (Euro v3.00)
pktgaldj,3046,Pocket Gal Deluxe (Japan v3.00)
boogwing,,Boogie Wings (Euro v1.5)
boogwinga,3048,Boogie Wings (Asia v1.5)
ragtime,3048,The Great Ragtime Show (Japan v1.5)
ragtimea,3048,The Great Ragtime Show (Japan v1.3)
dblewing,,Double Wings
fghthist,,Fighters History (World ver 43-07)
fghthistu,3053,Fighters History (US ver 42-03)
fghthista,3053,"Fighters History (US ver 42-05, alternate hardware)"
fghthistj,3053,Fighters History (Japan ver 42-03)
hvysmsh,,Heavy Smash (Europe version -2)
hvysmsha,3057,Heavy Smash (Asia version -4)
hvysmshj,3057,Heavy Smash (Japan version -2)
nslasher,,Night Slashers (Korea Rev 1.3)
nslasherj,3060,Night Slashers (Japan Rev 1.2)
nslashers,3060,Night Slashers (Over Sea Rev 1.2)
nslasheru,3060,Night Slashers (US Rev 1.2)
lockload,,Locked 'n Loaded (US)
joemacr,,"Joe and Mac Returns (World, Version 1.1)"
joemacra,3065,"Joe and Mac Returns (World, Version 1.0)"
tattass,,Tattoo Assassins (US Prototype)
tattassa,3067,Tattoo Assassins (Asia Prototype)
charlien,,Charlie Ninja
backfire,,Backfire!
chainrec,,"Chain Reaction (World, Version 2.2)"
sotsugyo,,Sotsugyo Shousho
sshangha,,Super Shanghai Dragon's Eye (Japan)
sshanghb,3073,"Super Shanghai Dragon's Eye (World, bootleg)"
wcvol95,,World Cup Volley 95 (Japan v1.0)
wcvol95x,3075,World Cup Volley 95 Extra Version (Asia v2.0B)
candance,3080,Cannon Dancer (Japan)
magdrop,3071,"Magical Drop (Japan, Version 1.1)"
magdropp,3071,"Magical Drop Plus 1 (Japan, Version 2.1)"
osman,,Osman (World)
gangonta,3082,Ganbare! Gonta!! 2 / Party Time: Gonta the Diver II (Japan Release)
prtytime,,Party Time: Gonta the Diver II / Ganbare! Gonta!! 2 (World Release)
hangzo,,"Hangzo (Japan, Prototype)"
avengrgs,,Avengers In Galactic Storm (US/Europe 1.0)
avengrgsj,3084,Avengers In Galactic Storm (Japan 1.2)
skullfng,,Skull Fang (Europe 1.13)
skullfngj,3086,Skull Fang (Japan 1.09)
hoops96,,Hoops '96 (Europe/Asia 2.0)
ddream95,3088,Dunk Dream '95 (Japan 1.4 EAM)
senjyo,,Senjyo
starforc,,Star Force
starfore,3091,Star Force (encrypted)
megaforc,3091,Mega Force
baluba,,Baluba-louk no Densetsu
bombjack,,Bomb Jack (set 1)
bombjac2,3095,Bomb Jack (set 2)
pbaction,,Pinball Action (set 1)
pbactio2,3097,Pinball Action (set 2)
tehkanwc,,Tehkan World Cup
gridiron,,Gridiron Fight
teedoff,,Tee'd Off (Japan)
solomon,,Solomon's Key (Japan)
rygar,,Rygar (US set 1)
rygar2,3103,Rygar (US set 2)
rygarj,3103,Argus no Senshi (Japan)
gemini,,Gemini Wing
backfirt,,Back Fire (Tecmo)
silkworm,,Silk Worm (set 1)
silkwrm2,3108,Silk Worm (set 2)
tbowl,,Tecmo Bowl (World[Q])
tbowlj,3110,Tecmo Bowl (Japan)
shadoww,,Shadow Warriors (World set 1)
shadowwa,3112,Shadow Warriors (World set 2)
gaiden,3112,Ninja Gaiden (US)
ryukendn,3112,Ninja Ryukenden (Japan)
wildfang,,Wild Fang - Tecmo Knight
tknight,3116,Tecmo Knight
stratof,,Raiga - Strato Fighter (US)
raiga,3118,Raiga - Strato Fighter (Japan)
wc90,,Tecmo World Cup '90 (set 1)
wc90a,3120,Tecmo World Cup '90 (set 2)
wc90t,3120,Tecmo World Cup '90 (trackball)
wc90b,3120,Euro League
spbactn,,Super Pinball Action (US)
spbactnj,3124,Super Pinball Action (Japan)
fstarfrc,,Final Star Force (US)
ginkun,,Ganbare Ginkun
riot,,Riot
deroon,,Deroon DeroDero
deroon2,3129,Deroon DeroDero / Tecmo Stackers
tkdensho,,Toukidenshou - Angel Eyes (VER. 960614)
tkdensha,3131,Toukidenshou - Angel Eyes (VER. 960427)
drgnbowl,,Dragon Bowl
tutankhm,,Tutankham
tutankst,3134,Tutankham (Stern)
junofrst,,Juno First
junofstg,3136,Juno First (Gottlieb)
pooyan,,Pooyan
pooyans,3138,Pooyan (Stern)
pootan,3138,Pootan
timeplt,,Time Pilot
timepltc,3141,Time Pilot (Centuri)
spaceplt,3141,Space Pilot
psurge,,Power Surge
megazone,,Mega Zone
megaznik,3145,Mega Zone (Kosuka)
pandoras,,Pandora's Palace
gyruss,,Gyruss (Konami)
gyrussce,3148,Gyruss (Centuri)
venus,3148,Venus
trackfld,,Track and Field
trackflc,3151,Track and Field (Centuri)
hyprolym,3151,Hyper Olympic
hyprolyb,3151,Hyper Olympic (bootleg)
whizquiz,,Whiz Quiz
mastkin,,The Masters of Kin
rocnrope,,Roc'n Rope
rocnropk,3157,Roc'n Rope (Kosuka)
circusc,,Circus Charlie
circusc2,3159,Circus Charlie (no level select)
circuscc,3159,Circus Charlie (Centuri)
circusce,3159,"Circus Charlie (Centuri, earlier)"
tp84,,Time Pilot '84 (set 1)
tp84a,3163,Time Pilot '84 (set 2)
hyperspt,,Hyper Sports
hpolym84,3165,Hyper Olympic '84
sbasketb,,Super Basketball (version G)
sbasketo,3167,Super Basketball (version E)
sbasketu,3167,Super Basketball (not encrypted)
mikie,,Mikie
mikiej,3170,Shinnyuushain Tooru-kun
mikiehs,3170,Mikie (High School Graffiti)
roadf,,Road Fighter (set 1)
roadf2,3173,Road Fighter (set 2)
yiear,,Yie Ar Kung-Fu (set 1)
yiear2,3175,Yie Ar Kung-Fu (set 2)
kicker,,Kicker
shaolins,3177,Shao-Lin's Road
pingpong,,Ping Pong
gberet,,Green Beret
rushatck,3180,Rush'n Attack
gberetb,3180,Green Beret (bootleg)
mrgoemon,,Mr. Goemon (Japan)
jailbrek,,Jail Break
manhatan,3184,Manhattan 24 Bunsyo (Japan)
finalizr,,Finalizer - Super Transformation
finalizb,3186,Finalizer - Super Transformation (bootleg)
ironhors,,Iron Horse
dairesya,3188,Dai Ressya Goutou (Japan)
farwest,3188,Far West
jackal,,Jackal (World)
topgunr,3191,Top Gunner (US)
jackalj,3191,Tokushu Butai Jackal (Japan)
topgunbl,3191,Top Gunner (bootleg)
ddribble,,Double Dribble
contra,,Contra (US)
contrab,3196,Contra (US bootleg)
contraj,3196,Contra (Japan)
contrajb,3196,Contra (Japan bootleg)
gryzor,3196,Gryzor
combasc,,Combat School (joystick)
combasct,3201,Combat School (trackball)
combascj,3201,Combat School (Japan trackball)
bootcamp,3201,Boot Camp
combascb,3201,Combat School (bootleg)
rockrage,,Rock 'n Rage (World[Q])
